"Gene","Gene_length","Transcript","Exon","intron_length","exon_length","TPE"
"ENSMUSG00000046567.11",18158,1,7,14567,2564,0.142857142857143
"ENSMUSG00000056912.13",27917,6,26,147622,9949,0.230769230769231
"ENSMUSG00000019888.17",709982,4,15,1176390,14472,0.266666666666667
"ENSMUSG00000019890.5",8730,1,4,7483,1248,0.25
"ENSMUSG00000044921.6",37514,2,4,36645,6820,0.5
"ENSMUSG00000036602.15",31508,5,16,103672,10431,0.3125
"ENSMUSG00000019892.14",190291,2,27,187275,7774,0.0740740740740741
"ENSMUSG00000019894.15",51594,2,15,95953,7150,0.133333333333333
"ENSMUSG00000091779.9",10687,3,5,10588,3295,0.6
"ENSMUSG00000097427.6",2468,1,2,1223,1246,0.5
"ENSMUSG00000097878.6",2467,1,2,1222,1246,0.5
"ENSMUSG00000097550.8",2468,2,3,2092,2431,0.666666666666667
"ENSMUSG00000094144.9",2467,3,4,2090,3226,0.75
"ENSMUSG00000095022.9",2467,3,4,2090,3226,0.75
"ENSMUSG00000090854.10",2480,3,4,2092,3262,0.75
"ENSMUSG00000036019.9",386788,1,12,381144,5629,0.0833333333333333
"ENSMUSG00000036009.17",78191,1,12,76157,2033,0.0833333333333333
"ENSMUSG00000019897.9",6766,1,4,4954,1813,0.25
"ENSMUSG00000053825.16",465613,2,35,913447,14314,0.0571428571428571
"ENSMUSG00000035948.14",190151,2,18,341464,7190,0.111111111111111
"ENSMUSG00000019906.16",149788,3,11,441040,5766,0.272727272727273
"ENSMUSG00000000435.2",3226,1,3,1144,2083,0.333333333333333
"ENSMUSG00000035923.5",1884,1,3,622,1263,0.333333333333333
"ENSMUSG00000035916.9",203002,1,45,195610,7393,0.0222222222222222
"ENSMUSG00000091455.5",151603,1,58,142841,8763,0.0172413793103448
"ENSMUSG00000019907.11",122282,2,28,223577,6758,0.0714285714285714
"ENSMUSG00000035873.9",82119,2,9,160443,2615,0.222222222222222
"ENSMUSG00000035864.15",513332,2,14,1017092,9565,0.142857142857143
"ENSMUSG00000112039.2",1396,1,1,0,1397,1
"ENSMUSG00000020181.19",774945,3,44,1215966,28018,0.0681818181818182
"ENSMUSG00000020185.17",41945,4,20,89362,12732,0.2
"ENSMUSG00000020186.8",19833,3,10,55000,2708,0.3
"ENSMUSG00000035798.15",68360,1,17,63739,4548,0.0588235294117647
"ENSMUSG00000020189.16",132497,2,26,250625,10826,0.0769230769230769
"ENSMUSG00000035759.5",3048,1,2,305,2744,0.5
"ENSMUSG00000058799.17",24927,5,24,98258,9647,0.208333333333333
"ENSMUSG00000020205.9",2359,1,2,411,1949,0.5
"ENSMUSG00000063334.17",15768,2,12,21663,5995,0.166666666666667
"ENSMUSG00000056888.12",17183,2,9,26720,2264,0.222222222222222
"ENSMUSG00000020213.7",18321,1,5,17426,896,0.2
"ENSMUSG00000020214.11",24744,2,8,45707,2996,0.25
"ENSMUSG00000112611.2",18573,1,5,17682,892,0.2
"ENSMUSG00000035694.16",52934,2,20,98217,5159,0.1
"ENSMUSG00000035681.8",195903,3,9,525626,12023,0.333333333333333
"ENSMUSG00000074748.4",3571,1,1,0,3566,1
"ENSMUSG00000050663.9",403486,2,21,793656,12374,0.0952380952380952
"ENSMUSG00000006764.9",106381,1,11,103756,2626,0.0909090909090909
"ENSMUSG00000020130.10",53595,1,17,49844,3752,0.0588235294117647
"ENSMUSG00000020132.11",28510,2,8,23906,5445,0.25
"ENSMUSG00000069520.7",22827,5,15,95643,13190,0.333333333333333
"ENSMUSG00000020137.6",16039,3,6,22320,9178,0.5
"ENSMUSG00000034163.11",47813,1,35,40857,6957,0.0285714285714286
"ENSMUSG00000020140.16",137469,2,20,398556,9874,0.1
"ENSMUSG00000092210.2",12462,1,5,11462,1001,0.2
"ENSMUSG00000034127.16",33061,3,13,93512,3781,0.230769230769231
"ENSMUSG00000020151.17",256719,5,20,666078,13862,0.25
"ENSMUSG00000074734.4",2253,1,1,0,2254,1
"ENSMUSG00000020154.11",114012,2,36,177694,18927,0.0555555555555556
"ENSMUSG00000054934.11",56017,1,3,54651,1367,0.333333333333333
"ENSMUSG00000020166.16",96350,7,29,600251,15179,0.241379310344828
"ENSMUSG00000034057.9",120384,1,25,117221,3164,0.04
"ENSMUSG00000064181.7",44985,2,13,83718,4534,0.153846153846154
"ENSMUSG00000069518.6",15785,1,3,15630,156,0.333333333333333
"ENSMUSG00000020169.5",38726,1,10,36008,2719,0.1
"ENSMUSG00000060187.5",1427,1,1,0,1428,1
"ENSMUSG00000034024.9",12813,2,19,13173,2596,0.105263157894737
"ENSMUSG00000020170.5",79107,1,10,72664,6420,0.1
"ENSMUSG00000020171.9",9286,1,7,7959,1327,0.142857142857143
"ENSMUSG00000020177.13",6466,2,7,9095,2266,0.285714285714286
"ENSMUSG00000069516.9",4990,1,4,3675,1316,0.25
"ENSMUSG00000069515.7",5071,1,4,3809,1263,0.25
"ENSMUSG00000055531.13",35342,4,18,96473,14772,0.222222222222222
"ENSMUSG00000020183.12",57852,1,9,52658,5195,0.111111111111111
"ENSMUSG00000020184.16",21883,1,13,37524,6244,0.0769230769230769
"ENSMUSG00000060181.7",12686,1,5,9198,3489,0.2
"ENSMUSG00000052798.14",42084,2,31,77948,6212,0.0645161290322581
"ENSMUSG00000052681.9",32164,1,8,29441,2724,0.125
"ENSMUSG00000020212.15",27186,5,22,101020,11797,0.227272727272727
"ENSMUSG00000074695.4",5105,1,5,3996,1110,0.2
"ENSMUSG00000112216.2",2408,1,1,0,2409,1
"ENSMUSG00000112252.2",2408,1,1,0,2409,1
"ENSMUSG00000090461.3",5409,1,5,4299,1111,0.2
"ENSMUSG00000112814.2",2408,1,1,0,2409,1
"ENSMUSG00000112419.2",2408,1,1,0,2409,1
"ENSMUSG00000112027.2",2408,1,1,0,2409,1
"ENSMUSG00000112781.2",2408,1,1,0,2409,1
"ENSMUSG00000112495.2",2408,1,1,0,2409,1
"ENSMUSG00000112919.2",2408,1,1,0,2409,1
"ENSMUSG00000055170.5",4846,1,4,3639,1208,0.25
"ENSMUSG00000028630.10",14606,1,3,7418,6129,0.333333333333333
"ENSMUSG00000020114.13",40800,1,15,33035,7766,0.0666666666666667
"ENSMUSG00000034813.20",633431,12,43,4024921,49988,0.27906976744186
"ENSMUSG00000020228.12",29379,1,13,24826,4554,0.0769230769230769
"ENSMUSG00000020227.11",60482,2,14,114512,5966,0.142857142857143
"ENSMUSG00000020225.11",23327,2,9,23716,1390,0.222222222222222
"ENSMUSG00000020224.16",5512,2,5,7272,3127,0.4
"ENSMUSG00000056758.15",115194,1,6,222870,7520,0.166666666666667
"ENSMUSG00000051236.14",118005,2,9,200861,4404,0.222222222222222
"ENSMUSG00000048661.15",55919,2,15,102288,9113,0.133333333333333
"ENSMUSG00000020218.12",66690,2,13,128836,4477,0.153846153846154
"ENSMUSG00000052302.7",87458,1,12,41675,5695,0.0833333333333333
"ENSMUSG00000034707.8",32159,1,14,28301,3855,0.0714285714285714
"ENSMUSG00000025795.9",65997,1,5,62476,3522,0.2
"ENSMUSG00000020115.4",40332,1,21,37309,3024,0.0476190476190476
"ENSMUSG00000034667.9",38952,2,28,65893,11997,0.0714285714285714
"ENSMUSG00000047642.16",52327,1,13,48787,3335,0.0769230769230769
"ENSMUSG00000053684.9",12941,2,6,19779,6091,0.333333333333333
"ENSMUSG00000020121.16",266324,2,24,517145,15498,0.0833333333333333
"ENSMUSG00000034620.18",19257,1,6,14465,4793,0.166666666666667
"ENSMUSG00000020123.7",4953,1,2,2284,2670,0.5
"ENSMUSG00000034613.13",267033,3,14,546182,10111,0.214285714285714
"ENSMUSG00000034602.16",84445,4,42,264726,21958,0.0952380952380952
"ENSMUSG00000020124.11",91989,2,24,161017,16191,0.0833333333333333
"ENSMUSG00000044071.10",477208,1,6,945530,8728,0.166666666666667
"ENSMUSG00000020102.16",170195,4,14,435856,18200,0.285714285714286
"ENSMUSG00000020105.10",49191,1,19,45091,4016,0.0526315789473684
"ENSMUSG00000025436.13",32928,2,8,45083,1946,0.25
"ENSMUSG00000078429.10",21258,2,10,16663,8953,0.2
"ENSMUSG00000025432.12",20285,2,22,31972,5958,0.0909090909090909
"ENSMUSG00000040521.12",19268,3,10,31174,3132,0.3
"ENSMUSG00000080115.4",10509,1,3,7791,2719,0.333333333333333
"ENSMUSG00000006732.15",4951,2,9,5257,2835,0.222222222222222
"ENSMUSG00000006724.13",4756,1,9,2340,2380,0.111111111111111
"ENSMUSG00000040502.6",5173,1,4,2137,3037,0.25
"ENSMUSG00000006728.13",4386,2,12,5020,2767,0.166666666666667
"ENSMUSG00000006736.10",2984,1,6,1429,1556,0.166666666666667
"ENSMUSG00000025422.11",17885,1,19,17320,11206,0.0526315789473684
"ENSMUSG00000040462.14",25481,2,17,45871,5085,0.117647058823529
"ENSMUSG00000006731.11",7105,1,11,4711,2395,0.0909090909090909
"ENSMUSG00000040441.13",9252,2,19,12010,5345,0.105263157894737
"ENSMUSG00000019467.16",7558,4,23,19524,8778,0.173913043478261
"ENSMUSG00000040415.16",5350,3,11,13183,6209,0.272727272727273
"ENSMUSG00000025417.9",14518,1,10,11182,3307,0.1
"ENSMUSG00000074657.6",37652,2,31,61393,10291,0.0645161290322581
"ENSMUSG00000025410.11",15582,1,14,13780,1784,0.0714285714285714
"ENSMUSG00000025409.15",7062,2,16,5546,8452,0.125
"ENSMUSG00000025408.16",5514,1,4,4625,890,0.25
"ENSMUSG00000116429.2",2924,1,2,2820,105,0.5
"ENSMUSG00000040354.15",15565,2,23,25230,5901,0.0869565217391304
"ENSMUSG00000040345.11",7979,3,20,14305,5945,0.15
"ENSMUSG00000025407.8",12092,1,13,8036,4057,0.0769230769230769
"ENSMUSG00000047492.6",5554,1,2,236,5319,0.5
"ENSMUSG00000025405.10",14109,1,2,12251,1859,0.5
"ENSMUSG00000025404.16",119057,7,37,627337,30429,0.189189189189189
"ENSMUSG00000040287.10",7137,2,14,10866,3371,0.142857142857143
"ENSMUSG00000040280.11",2187,1,4,1254,934,0.25
"ENSMUSG00000025403.6",5321,2,15,6043,4527,0.133333333333333
"ENSMUSG00000040258.7",9086,1,2,7412,1675,0.5
"ENSMUSG00000040249.16",82987,3,93,115970,19872,0.032258064516129
"ENSMUSG00000002147.19",17971,1,22,14197,3775,0.0454545454545455
"ENSMUSG00000025402.13",7650,2,9,6614,4893,0.222222222222222
"ENSMUSG00000040195.12",34148,3,15,62000,9886,0.2
"ENSMUSG00000025401.10",15770,1,27,12332,3439,0.037037037037037
"ENSMUSG00000025400.12",7290,2,10,12134,1530,0.2
"ENSMUSG00000044617.9",7811,1,2,1852,5960,0.5
"ENSMUSG00000058396.8",4456,1,2,503,3954,0.5
"ENSMUSG00000089789.2",8576,1,4,4647,3930,0.25
"ENSMUSG00000099009.2",32907,1,4,30142,2766,0.25
"ENSMUSG00000056148.9",16311,2,4,18963,3974,0.5
"ENSMUSG00000069456.5",45413,1,4,11479,3207,0.25
"ENSMUSG00000054052.6",11248,1,4,9360,1889,0.25
"ENSMUSG00000074639.7",10843,1,4,9579,1265,0.25
"ENSMUSG00000040134.9",4789,1,4,3112,1678,0.25
"ENSMUSG00000040127.14",13243,1,4,10376,2868,0.25
"ENSMUSG00000025396.8",16675,3,10,38612,4373,0.3
"ENSMUSG00000025395.15",14869,2,16,26563,3119,0.125
"ENSMUSG00000061315.15",13062,2,11,18432,7630,0.181818181818182
"ENSMUSG00000071072.13",18318,2,10,32728,3559,0.2
"ENSMUSG00000025393.13",7118,1,10,5203,1916,0.1
"ENSMUSG00000040054.18",37726,4,35,144146,41980,0.114285714285714
"ENSMUSG00000040043.18",48739,2,17,132690,8163,0.117647058823529
"ENSMUSG00000044005.14",15547,1,18,12910,2573,0.0555555555555556
"ENSMUSG00000051346.10",1899,1,2,317,1583,0.5
"ENSMUSG00000025389.8",5974,1,4,3831,2144,0.25
"ENSMUSG00000039994.16",20876,4,34,59740,17585,0.117647058823529
"ENSMUSG00000051716.7",1800,2,3,153,3144,0.666666666666667
"ENSMUSG00000047631.5",2156,2,4,450,3188,0.5
"ENSMUSG00000040033.17",22290,1,25,35757,8791,0.04
"ENSMUSG00000025383.3",2613,1,4,586,1360,0.25
"ENSMUSG00000005682.10",18023,3,31,40830,13140,0.0967741935483871
"ENSMUSG00000025381.4",5094,2,8,7669,2146,0.25
"ENSMUSG00000005683.9",24745,1,11,21820,2926,0.0909090909090909
"ENSMUSG00000039914.7",5897,3,8,13183,4162,0.375
"ENSMUSG00000014498.10",31589,1,28,10268,6620,0.0357142857142857
"ENSMUSG00000039878.14",5298,2,14,5860,3972,0.142857142857143
"ENSMUSG00000025374.14",10097,3,10,21583,3480,0.3
"ENSMUSG00000025373.15",29784,2,10,51951,6427,0.2
"ENSMUSG00000025369.16",31234,4,36,109235,13730,0.111111111111111
"ENSMUSG00000090841.3",3285,6,18,12952,4886,0.333333333333333
"ENSMUSG00000039824.5",4528,1,7,3503,1026,0.142857142857143
"ENSMUSG00000025366.9",15906,1,31,11925,3981,0.032258064516129
"ENSMUSG00000039810.12",5811,1,3,2091,3721,0.333333333333333
"ENSMUSG00000093674.8",1191,4,9,2192,2072,0.444444444444444
"ENSMUSG00000025364.14",8221,2,14,11474,4915,0.142857142857143
"ENSMUSG00000018166.9",22129,1,28,16114,6016,0.0357142857142857
"ENSMUSG00000025362.7",2213,1,4,1530,681,0.25
"ENSMUSG00000002578.19",38515,4,16,96053,20475,0.25
"ENSMUSG00000049858.9",4179,1,4,1683,2497,0.25
"ENSMUSG00000000711.4",19089,1,6,15910,3180,0.166666666666667
"ENSMUSG00000025358.17",7092,2,10,9506,4646,0.2
"ENSMUSG00000025359.11",16043,1,11,11851,2130,0.0909090909090909
"ENSMUSG00000025357.9",24721,1,24,21108,2834,0.0416666666666667
"ENSMUSG00000064030.16",18675,3,8,51360,3457,0.375
"ENSMUSG00000025355.8",9914,2,11,13102,5638,0.181818181818182
"ENSMUSG00000047090.14",4334,1,5,2000,2335,0.2
"ENSMUSG00000025354.6",15384,3,11,28645,10660,0.272727272727273
"ENSMUSG00000078427.4",60296,2,15,109581,1871,0.133333333333333
"ENSMUSG00000025353.6",3743,4,12,8767,4014,0.333333333333333
"ENSMUSG00000025352.7",9423,1,3,5362,4062,0.333333333333333
"ENSMUSG00000025351.15",11833,3,12,15739,3215,0.25
"ENSMUSG00000025350.16",9295,1,5,4447,1258,0.2
"ENSMUSG00000090247.8",6153,3,7,11705,1638,0.428571428571429
"ENSMUSG00000025348.10",24464,2,28,40892,8033,0.0714285714285714
"ENSMUSG00000025347.5",2714,1,2,1485,1230,0.5
"ENSMUSG00000069430.4",2671,1,1,0,2672,1
"ENSMUSG00000063374.5",2522,1,1,0,2523,1
"ENSMUSG00000107648.5",7199,1,3,4346,2854,0.333333333333333
"ENSMUSG00000056853.4",5181,2,3,2588,3524,0.666666666666667
"ENSMUSG00000107748.5",7124,1,3,4216,2909,0.333333333333333
"ENSMUSG00000059762.5",8085,2,4,2593,6579,0.5
"ENSMUSG00000050198.5",9153,1,1,0,939,1
"ENSMUSG00000042801.6",8909,2,5,9352,9552,0.4
"ENSMUSG00000047868.7",6420,4,8,14233,5698,0.5
"ENSMUSG00000061367.4",4748,2,3,2651,3052,0.666666666666667
"ENSMUSG00000107662.3",5348,2,4,2394,3959,0.5
"ENSMUSG00000096000.2",935,1,1,0,936,1
"ENSMUSG00000096229.4",3199,2,3,1771,2368,0.666666666666667
"ENSMUSG00000096220.3",5512,2,3,1915,4537,0.666666666666667
"ENSMUSG00000095483.3",5171,2,3,1673,4438,0.666666666666667
"ENSMUSG00000062914.4",7078,2,4,1672,6343,0.5
"ENSMUSG00000049573.4",6024,2,3,3115,3935,0.666666666666667
"ENSMUSG00000095138.4",4990,2,3,3687,2240,0.666666666666667
"ENSMUSG00000095075.3",3294,2,3,1351,2889,0.666666666666667
"ENSMUSG00000094347.3",6115,2,4,2997,4079,0.5
"ENSMUSG00000111732.2",5767,1,2,3754,2014,0.5
"ENSMUSG00000095696.4",11774,2,4,8951,3763,0.5
"ENSMUSG00000096497.3",5623,2,3,666,5897,0.666666666666667
"ENSMUSG00000049217.5",5620,2,3,874,5683,0.666666666666667
"ENSMUSG00000111273.2",5790,2,4,2918,8656,0.5
"ENSMUSG00000044025.7",4850,3,4,4283,7401,0.75
"ENSMUSG00000047626.5",6561,2,4,4060,3441,0.5
"ENSMUSG00000094496.3",3372,2,3,1260,3049,0.666666666666667
"ENSMUSG00000044293.6",5455,2,4,2412,4007,0.5
"ENSMUSG00000052012.7",7078,2,3,3525,4487,0.666666666666667
"ENSMUSG00000095002.4",5319,2,3,1730,4526,0.666666666666667
"ENSMUSG00000094734.3",10842,2,5,36958,7350,0.4
"ENSMUSG00000108114.3",4380,2,3,550,4771,0.666666666666667
"ENSMUSG00000058513.8",6876,3,5,5592,9016,0.6
"ENSMUSG00000093866.4",10486,3,5,10132,11771,0.6
"ENSMUSG00000046041.5",3665,2,3,1281,3312,0.666666666666667
"ENSMUSG00000095401.3",6808,2,3,1072,6682,0.666666666666667
"ENSMUSG00000096858.5",8154,3,7,9783,7473,0.428571428571429
"ENSMUSG00000071065.7",6350,3,5,5479,7774,0.6
"ENSMUSG00000050478.4",3701,3,4,3700,4651,0.75
"ENSMUSG00000049894.4",6231,2,3,1709,5462,0.666666666666667
"ENSMUSG00000050251.6",4299,1,1,0,2200,1
"ENSMUSG00000069421.5",7628,3,7,8791,15051,0.428571428571429
"ENSMUSG00000063173.3",3781,3,5,2623,5867,0.6
"ENSMUSG00000049052.5",4676,3,6,5705,3993,0.5
"ENSMUSG00000052818.6",3355,2,3,946,3343,0.666666666666667
"ENSMUSG00000059134.3",8378,2,5,9141,8550,0.4
"ENSMUSG00000061961.4",5297,2,4,2417,3832,0.5
"ENSMUSG00000063715.3",6434,2,4,3129,4245,0.5
"ENSMUSG00000058071.5",4704,2,3,2843,2806,0.666666666666667
"ENSMUSG00000094295.4",4255,2,3,326,4893,0.666666666666667
"ENSMUSG00000095608.4",2309,2,3,327,2946,0.666666666666667
"ENSMUSG00000094632.4",4987,2,3,327,5624,0.666666666666667
"ENSMUSG00000048745.4",8665,3,5,8628,9718,0.6
"ENSMUSG00000044897.4",4723,2,4,5526,4855,0.5
"ENSMUSG00000058251.4",5699,2,3,3037,3605,0.666666666666667
"ENSMUSG00000096747.3",3856,2,3,2426,2379,0.666666666666667
"ENSMUSG00000095804.3",6530,3,4,5464,8429,0.75
"ENSMUSG00000058084.6",7034,2,3,2917,4661,0.666666666666667
"ENSMUSG00000059862.5",5715,3,6,5895,5335,0.5
"ENSMUSG00000045559.7",11354,2,4,2898,9515,0.5
"ENSMUSG00000048015.5",12088,1,2,8744,3345,0.5
"ENSMUSG00000034833.11",41241,2,12,78230,2765,0.166666666666667
"ENSMUSG00000070601.6",16407,1,7,11955,20861,0.142857142857143
"ENSMUSG00000092048.4",15639,1,6,8799,6841,0.166666666666667
"ENSMUSG00000092162.4",14488,1,6,7149,7340,0.166666666666667
"ENSMUSG00000091511.4",26344,1,6,23012,3333,0.166666666666667
"ENSMUSG00000023764.19",61613,6,41,282593,19949,0.146341463414634
"ENSMUSG00000020457.14",79055,1,9,14941,1546,0.111111111111111
"ENSMUSG00000020454.18",42196,5,27,190712,17519,0.185185185185185
"ENSMUSG00000020453.18",20209,5,11,66776,14827,0.454545454545455
"ENSMUSG00000034614.15",12570,2,8,12057,3671,0.25
"ENSMUSG00000020451.18",64933,3,19,117190,13857,0.157894736842105
"ENSMUSG00000020448.17",36381,1,8,67071,5693,0.125
"ENSMUSG00000034579.18",11066,1,7,3317,2566,0.142857142857143
"ENSMUSG00000034570.13",10446,1,13,7077,3370,0.0769230769230769
"ENSMUSG00000075702.11",2667,1,5,1778,707,0.2
"ENSMUSG00000020439.18",23089,4,26,80943,14605,0.153846153846154
"ENSMUSG00000056579.19",9888,1,1,0,1612,1
"ENSMUSG00000034543.16",41286,2,29,71423,10741,0.0689655172413793
"ENSMUSG00000020435.18",160172,3,16,187087,9871,0.1875
"ENSMUSG00000020434.5",9010,1,3,6421,2590,0.333333333333333
"ENSMUSG00000047205.13",6056,2,3,2854,7317,0.666666666666667
"ENSMUSG00000048807.3",7643,2,4,9165,6122,0.5
"ENSMUSG00000020432.13",14967,7,17,89860,13632,0.411764705882353
"ENSMUSG00000034493.2",39237,1,2,38018,1220,0.5
"ENSMUSG00000020430.13",16029,1,16,26226,5834,0.0625
"ENSMUSG00000049721.15",15690,3,8,35442,5228,0.375
"ENSMUSG00000019368.14",16562,1,12,13286,2956,0.0833333333333333
"ENSMUSG00000054986.14",12895,1,12,10210,2686,0.0833333333333333
"ENSMUSG00000004748.6",3965,1,4,2555,1411,0.25
"ENSMUSG00000003585.14",26376,1,12,19162,2631,0.0833333333333333
"ENSMUSG00000003581.15",5970,1,9,4097,1874,0.111111111111111
"ENSMUSG00000051427.15",19170,2,14,28172,10168,0.142857142857143
"ENSMUSG00000002129.12",22191,1,16,17272,4920,0.0625
"ENSMUSG00000034412.14",28716,2,11,53520,3878,0.181818181818182
"ENSMUSG00000020424.4",4184,1,9,2611,1574,0.111111111111111
"ENSMUSG00000058755.4",4606,1,3,2335,2272,0.333333333333333
"ENSMUSG00000034394.15",14957,2,5,12554,7824,0.4
"ENSMUSG00000020419.12",95291,2,13,186320,3312,0.153846153846154
"ENSMUSG00000034354.18",113995,2,20,168134,11208,0.1
"ENSMUSG00000079010.2",1631,1,2,1530,102,0.5
"ENSMUSG00000020412.17",47952,2,21,86098,7494,0.0952380952380952
"ENSMUSG00000059534.9",2369,1,2,1936,434,0.5
"ENSMUSG00000009076.11",32991,1,6,32200,792,0.166666666666667
"ENSMUSG00000009075.3",9886,1,5,7259,2628,0.2
"ENSMUSG00000009073.17",83691,3,21,232461,9584,0.142857142857143
"ENSMUSG00000034285.16",20249,1,10,18324,1926,0.1
"ENSMUSG00000034274.12",33547,2,22,62720,4351,0.0909090909090909
"ENSMUSG00000020396.9",9310,1,4,5317,3994,0.25
"ENSMUSG00000009090.18",55967,3,24,133312,11762,0.125
"ENSMUSG00000034201.14",11195,3,11,11713,8063,0.272727272727273
"ENSMUSG00000034209.5",2257,1,3,1148,1110,0.333333333333333
"ENSMUSG00000009079.17",29577,5,28,105740,9641,0.178571428571429
"ENSMUSG00000034175.14",7167,3,12,14020,5734,0.25
"ENSMUSG00000034164.18",45992,2,18,88098,3870,0.111111111111111
"ENSMUSG00000020393.17",70006,1,9,65151,4856,0.111111111111111
"ENSMUSG00000041961.15",168523,3,13,415455,12259,0.230769230769231
"ENSMUSG00000020484.20",5234,3,11,8622,4142,0.272727272727273
"ENSMUSG00000020482.5",13300,1,5,9929,3372,0.2
"ENSMUSG00000020481.16",119653,2,29,128387,5854,0.0689655172413793
"ENSMUSG00000020477.11",11697,1,4,2710,995,0.25
"ENSMUSG00000049680.18",48959,4,15,196121,24324,0.266666666666667
"ENSMUSG00000020476.15",12474,3,19,30408,5934,0.157894736842105
"ENSMUSG00000020475.4",2093,1,3,1254,840,0.333333333333333
"ENSMUSG00000020474.12",10156,2,14,14465,5621,0.142857142857143
"ENSMUSG00000020473.14",10141,2,22,8257,6372,0.0909090909090909
"ENSMUSG00000020471.12",6112,1,11,4467,1646,0.0909090909090909
"ENSMUSG00000020469.9",2145,1,7,1556,590,0.142857142857143
"ENSMUSG00000041798.16",49261,2,14,70995,6874,0.142857142857143
"ENSMUSG00000002741.10",12087,1,7,9547,2541,0.142857142857143
"ENSMUSG00000057897.15",96718,10,41,920427,24593,0.24390243902439
"ENSMUSG00000053838.15",94724,1,6,90798,3927,0.166666666666667
"ENSMUSG00000096923.2",1614,1,1,0,1615,1
"ENSMUSG00000020447.6",19130,1,19,14664,4467,0.0526315789473684
"ENSMUSG00000004393.11",8853,1,14,6898,1956,0.0714285714285714
"ENSMUSG00000004394.13",4501,1,5,2499,2003,0.2
"ENSMUSG00000020456.18",65009,4,30,242414,16422,0.133333333333333
"ENSMUSG00000041164.16",17084,5,28,51799,19982,0.178571428571429
"ENSMUSG00000071866.13",4374,2,7,5248,2620,0.285714285714286
"ENSMUSG00000041126.17",17214,2,7,31278,2152,0.285714285714286
"ENSMUSG00000094483.3",8318,1,1,0,8319,1
"ENSMUSG00000020437.13",14417,1,22,11104,3307,0.0454545454545455
"ENSMUSG00000000378.16",49857,3,15,116754,5169,0.2
"ENSMUSG00000041073.11",8230,1,8,3339,4892,0.125
"ENSMUSG00000000384.16",10469,2,15,15453,4637,0.133333333333333
"ENSMUSG00000000381.11",3155,1,4,2605,551,0.25
"ENSMUSG00000041046.8",18954,1,3,17722,1233,0.333333333333333
"ENSMUSG00000020431.6",115017,1,20,102759,12259,0.05
"ENSMUSG00000087512.3",5416,1,4,4410,1007,0.25
"ENSMUSG00000020429.8",4764,1,4,3240,1525,0.25
"ENSMUSG00000020427.12",7837,2,7,9920,4130,0.285714285714286
"ENSMUSG00000020422.15",233029,3,33,636141,23009,0.0909090909090909
"ENSMUSG00000046634.13",146558,1,43,117552,6213,0.0232558139534884
"ENSMUSG00000020413.12",18054,1,8,13415,4640,0.125
"ENSMUSG00000040985.14",32937,2,11,54093,2381,0.181818181818182
"ENSMUSG00000040978.5",20762,1,7,18363,2400,0.142857142857143
"ENSMUSG00000020407.14",18067,3,13,50101,3686,0.230769230769231
"ENSMUSG00000004668.15",492317,1,62,476307,16011,0.0161290322580645
"ENSMUSG00000050830.18",154708,2,7,295371,4721,0.285714285714286
"ENSMUSG00000020193.4",182782,1,8,178535,4248,0.125
"ENSMUSG00000020191.12",53098,2,11,74679,2183,0.181818181818182
"ENSMUSG00000062511.7",38612,1,4,37887,715,0.25
"ENSMUSG00000018654.18",87923,4,15,319139,12313,0.266666666666667
"ENSMUSG00000035455.13",21531,3,8,22817,11586,0.375
"ENSMUSG00000020182.17",84043,3,18,238400,5894,0.166666666666667
"ENSMUSG00000020176.18",108175,3,19,230043,11864,0.157894736842105
"ENSMUSG00000020173.18",228352,5,21,1063969,24444,0.238095238095238
"ENSMUSG00000084135.5",1038,1,1,0,1039,1
"ENSMUSG00000048834.17",169586,2,9,190962,5009,0.222222222222222
"ENSMUSG00000078974.11",7954,4,10,30312,4536,0.4
"ENSMUSG00000020122.17",165955,2,30,288518,13151,0.0666666666666667
"ENSMUSG00000044966.5",3397,2,8,3221,3215,0.25
"ENSMUSG00000020120.16",81175,2,12,110418,7997,0.166666666666667
"ENSMUSG00000044629.6",27785,1,3,25900,1654,0.333333333333333
"ENSMUSG00000033953.11",41112,1,6,38254,2859,0.166666666666667
"ENSMUSG00000078970.6",51689,1,8,19877,2002,0.125
"ENSMUSG00000020116.8",8370,1,7,6827,1544,0.142857142857143
"ENSMUSG00000000581.9",11597,1,5,8602,2981,0.2
"ENSMUSG00000016984.8",15119,1,6,10935,4185,0.166666666666667
"ENSMUSG00000020160.19",139168,4,19,534645,19403,0.210526315789474
"ENSMUSG00000045671.18",99651,2,9,190487,7301,0.222222222222222
"ENSMUSG00000020152.8",50609,1,9,46979,3631,0.111111111111111
"ENSMUSG00000020149.18",25424,4,11,90812,9310,0.363636363636364
"ENSMUSG00000044066.15",22392,3,10,34695,9763,0.3
"ENSMUSG00000020142.13",30533,2,10,53216,7798,0.2
"ENSMUSG00000049800.14",109768,2,3,119569,11162,0.666666666666667
"ENSMUSG00000049659.16",56505,3,13,143901,10843,0.230769230769231
"ENSMUSG00000042363.15",7480,1,5,4119,3362,0.2
"ENSMUSG00000020134.14",59032,2,8,66671,7217,0.25
"ENSMUSG00000020128.16",81855,2,25,155102,8596,0.08
"ENSMUSG00000001891.17",50063,2,12,94142,4727,0.166666666666667
"ENSMUSG00000020321.17",15675,2,11,39855,6202,0.181818181818182
