ENSMUSG00000089699.2	ENSMUST00000161581.2
ENSMUSG00000085030.2	ENSMUST00000138442.2
ENSMUSG00000110547.2	ENSMUST00000212751.2
ENSMUSG00000110615.2	ENSMUST00000212043.2
ENSMUSG00000110615.2	ENSMUST00000212188.2
ENSMUSG00000110615.2	ENSMUST00000212356.2
ENSMUSG00000110704.2	ENSMUST00000212460.2
ENSMUSG00000089745.2	ENSMUST00000162325.2
ENSMUSG00000089820.2	ENSMUST00000159796.2
ENSMUSG00000090118.2	ENSMUST00000161868.2
ENSMUSG00000110706.2	ENSMUST00000213052.2
ENSMUSG00000086694.2	ENSMUST00000156666.2
ENSMUSG00000110629.2	ENSMUST00000212512.2
ENSMUSG00000110629.2	ENSMUST00000212260.2
ENSMUSG00000110629.2	ENSMUST00000213085.2
ENSMUSG00000100812.2	ENSMUST00000188193.2
ENSMUSG00000110698.2	ENSMUST00000212178.2
ENSMUSG00000097060.2	ENSMUST00000181773.2
ENSMUSG00000110626.2	ENSMUST00000212695.2
ENSMUSG00000110697.2	ENSMUST00000212406.2
ENSMUSG00000110498.2	ENSMUST00000212914.2
ENSMUSG00000110605.2	ENSMUST00000212180.2
ENSMUSG00000110605.2	ENSMUST00000212145.2
ENSMUSG00000042360.13	ENSMUST00000048921.13
ENSMUSG00000110491.2	ENSMUST00000212296.2
ENSMUSG00000086381.2	ENSMUST00000124572.2
ENSMUSG00000092185.2	ENSMUST00000174760.2
ENSMUSG00000110161.2	ENSMUST00000211167.2
ENSMUSG00000111602.2	ENSMUST00000215328.2
ENSMUSG00000111602.2	ENSMUST00000214779.2
ENSMUSG00000085253.4	ENSMUST00000189204.2
ENSMUSG00000111061.2	ENSMUST00000217005.2
ENSMUSG00000111284.2	ENSMUST00000215363.2
ENSMUSG00000109590.2	ENSMUST00000210677.2
ENSMUSG00000110951.2	ENSMUST00000216068.2
ENSMUSG00000111691.2	ENSMUST00000213828.2
ENSMUSG00000111503.2	ENSMUST00000214628.2
ENSMUSG00000111830.2	ENSMUST00000216694.2
ENSMUSG00000111285.2	ENSMUST00000214246.2
ENSMUSG00000111100.2	ENSMUST00000214890.2
ENSMUSG00000111871.2	ENSMUST00000214014.2
ENSMUSG00000111489.2	ENSMUST00000216531.2
ENSMUSG00000111489.2	ENSMUST00000213583.2
ENSMUSG00000111479.2	ENSMUST00000217369.2
ENSMUSG00000111803.2	ENSMUST00000216569.2
ENSMUSG00000111695.2	ENSMUST00000216064.2
ENSMUSG00000111097.2	ENSMUST00000214060.2
ENSMUSG00000111555.2	ENSMUST00000216728.2
ENSMUSG00000111786.2	ENSMUST00000215810.2
ENSMUSG00000111198.2	ENSMUST00000214010.2
ENSMUSG00000111198.2	ENSMUST00000214353.2
ENSMUSG00000111085.2	ENSMUST00000214920.2
ENSMUSG00000074508.5	ENSMUST00000128327.2
ENSMUSG00000090023.2	ENSMUST00000159268.2
ENSMUSG00000110766.2	ENSMUST00000217210.2
ENSMUSG00000089702.2	ENSMUST00000066038.4
ENSMUSG00000111763.2	ENSMUST00000217087.2
ENSMUSG00000111299.2	ENSMUST00000216952.2
ENSMUSG00000110511.2	ENSMUST00000212838.2
ENSMUSG00000062470.11	ENSMUST00000136376.2
ENSMUSG00000062470.11	ENSMUST00000138471.2
ENSMUSG00000110790.2	ENSMUST00000216917.2
ENSMUSG00000097535.2	ENSMUST00000180870.2
ENSMUSG00000086016.2	ENSMUST00000135674.2
ENSMUSG00000097439.7	ENSMUST00000181222.7
ENSMUSG00000097439.7	ENSMUST00000193429.2
ENSMUSG00000111172.2	ENSMUST00000215184.2
ENSMUSG00000110915.2	ENSMUST00000217490.2
ENSMUSG00000097665.2	ENSMUST00000181812.2
ENSMUSG00000097155.2	ENSMUST00000181400.2
ENSMUSG00000096981.3	ENSMUST00000216270.2
ENSMUSG00000096981.3	ENSMUST00000180419.2
ENSMUSG00000111856.2	ENSMUST00000214165.2
ENSMUSG00000090925.3	ENSMUST00000187399.2
ENSMUSG00000090925.3	ENSMUST00000188595.2
ENSMUSG00000111205.2	ENSMUST00000216780.2
ENSMUSG00000111069.2	ENSMUST00000214468.2
ENSMUSG00000110848.2	ENSMUST00000214658.2
ENSMUSG00000085969.2	ENSMUST00000153522.2
ENSMUSG00000074465.3	ENSMUST00000098926.3
ENSMUSG00000111365.2	ENSMUST00000216236.2
ENSMUSG00000111275.2	ENSMUST00000213183.2
ENSMUSG00000111866.2	ENSMUST00000214469.2
ENSMUSG00000111751.2	ENSMUST00000215876.2
ENSMUSG00000100002.3	ENSMUST00000186170.3
ENSMUSG00000110866.2	ENSMUST00000216055.2
ENSMUSG00000111240.2	ENSMUST00000213586.2
ENSMUSG00000111066.2	ENSMUST00000216806.2
ENSMUSG00000110901.2	ENSMUST00000216969.2
ENSMUSG00000110901.2	ENSMUST00000213570.2
ENSMUSG00000111390.2	ENSMUST00000217654.2
ENSMUSG00000110836.2	ENSMUST00000216094.2
ENSMUSG00000111387.2	ENSMUST00000217080.2
ENSMUSG00000111694.2	ENSMUST00000214666.2
ENSMUSG00000110851.2	ENSMUST00000213224.2
ENSMUSG00000087531.8	ENSMUST00000139851.2
ENSMUSG00000110741.2	ENSMUST00000215483.2
ENSMUSG00000085449.2	ENSMUST00000132097.2
ENSMUSG00000085638.2	ENSMUST00000141752.2
ENSMUSG00000111304.2	ENSMUST00000217527.2
ENSMUSG00000111109.2	ENSMUST00000217174.2
ENSMUSG00000111413.2	ENSMUST00000216883.2
ENSMUSG00000111867.2	ENSMUST00000213576.2
ENSMUSG00000111673.2	ENSMUST00000214688.2
ENSMUSG00000097701.2	ENSMUST00000181215.2
ENSMUSG00000111246.2	ENSMUST00000214795.2
ENSMUSG00000111655.2	ENSMUST00000214381.2
ENSMUSG00000111853.2	ENSMUST00000216695.2
ENSMUSG00000110853.2	ENSMUST00000217207.2
ENSMUSG00000110813.2	ENSMUST00000216981.2
ENSMUSG00000111771.2	ENSMUST00000216368.2
ENSMUSG00000111056.2	ENSMUST00000213360.2
ENSMUSG00000098645.2	ENSMUST00000183818.2
ENSMUSG00000110844.2	ENSMUST00000214084.2
ENSMUSG00000098843.2	ENSMUST00000183616.2
ENSMUSG00000099148.2	ENSMUST00000183423.2
ENSMUSG00000099025.2	ENSMUST00000185169.2
ENSMUSG00000098519.2	ENSMUST00000184476.2
ENSMUSG00000111645.2	ENSMUST00000217419.2
ENSMUSG00000111467.2	ENSMUST00000215382.2
ENSMUSG00000111878.2	ENSMUST00000213509.2
ENSMUSG00000111276.2	ENSMUST00000215867.2
ENSMUSG00000111265.2	ENSMUST00000215702.2
ENSMUSG00000110771.2	ENSMUST00000215057.2
ENSMUSG00000098358.2	ENSMUST00000184359.2
ENSMUSG00000098758.2	ENSMUST00000184229.2
ENSMUSG00000110925.2	ENSMUST00000216503.2
ENSMUSG00000053889.6	ENSMUST00000066604.4
ENSMUSG00000070315.13	ENSMUST00000093873.9
ENSMUSG00000070315.13	ENSMUST00000159933.2
ENSMUSG00000070315.13	ENSMUST00000162566.2
ENSMUSG00000070315.13	ENSMUST00000161823.2
ENSMUSG00000070315.13	ENSMUST00000159363.2
ENSMUSG00000070315.13	ENSMUST00000161136.2
ENSMUSG00000110774.2	ENSMUST00000214606.2
ENSMUSG00000111746.2	ENSMUST00000213706.2
ENSMUSG00000111059.2	ENSMUST00000214038.2
ENSMUSG00000098705.9	ENSMUST00000214488.2
ENSMUSG00000098705.9	ENSMUST00000183450.8
ENSMUSG00000098705.9	ENSMUST00000184555.2
ENSMUSG00000099201.9	ENSMUST00000184873.3
ENSMUSG00000098390.8	ENSMUST00000184421.8
ENSMUSG00000111683.2	ENSMUST00000216487.2
ENSMUSG00000098304.3	ENSMUST00000183612.2
ENSMUSG00000096993.4	ENSMUST00000180474.4
ENSMUSG00000093721.2	ENSMUST00000176020.2
ENSMUSG00000110722.2	ENSMUST00000215174.2
ENSMUSG00000111797.2	ENSMUST00000214389.2
ENSMUSG00000111439.2	ENSMUST00000213982.2
ENSMUSG00000111748.2	ENSMUST00000217440.2
ENSMUSG00000087047.9	ENSMUST00000156511.3
ENSMUSG00000111323.2	ENSMUST00000213244.2
ENSMUSG00000111271.2	ENSMUST00000217414.2
ENSMUSG00000097205.2	ENSMUST00000181617.2
ENSMUSG00000110922.2	ENSMUST00000216525.2
ENSMUSG00000111858.2	ENSMUST00000214616.2
ENSMUSG00000111504.2	ENSMUST00000216936.2
ENSMUSG00000110992.2	ENSMUST00000216204.2
ENSMUSG00000111794.2	ENSMUST00000215601.2
ENSMUSG00000086014.2	ENSMUST00000128235.2
ENSMUSG00000111189.2	ENSMUST00000213907.2
ENSMUSG00000111189.2	ENSMUST00000216792.2
ENSMUSG00000087135.8	ENSMUST00000149386.8
ENSMUSG00000110747.2	ENSMUST00000215869.2
ENSMUSG00000100837.8	ENSMUST00000213914.2
ENSMUSG00000100837.8	ENSMUST00000191461.7
ENSMUSG00000074415.15	ENSMUST00000233562.2
ENSMUSG00000074415.15	ENSMUST00000233987.2
ENSMUSG00000074415.15	ENSMUST00000233927.2
ENSMUSG00000074415.15	ENSMUST00000190109.2
ENSMUSG00000074415.15	ENSMUST00000233321.2
ENSMUSG00000074415.15	ENSMUST00000233366.2
ENSMUSG00000074415.15	ENSMUST00000232715.2
ENSMUSG00000074415.15	ENSMUST00000233833.2
ENSMUSG00000074415.15	ENSMUST00000181814.3
ENSMUSG00000074415.15	ENSMUST00000232773.2
ENSMUSG00000074415.15	ENSMUST00000233563.2
ENSMUSG00000074415.15	ENSMUST00000188774.2
ENSMUSG00000074415.15	ENSMUST00000181214.4
ENSMUSG00000074415.15	ENSMUST00000233107.2
ENSMUSG00000074415.15	ENSMUST00000098868.4
ENSMUSG00000074415.15	ENSMUST00000180818.2
ENSMUSG00000074415.15	ENSMUST00000233934.2
ENSMUSG00000074415.15	ENSMUST00000233259.2
ENSMUSG00000074415.15	ENSMUST00000232750.2
ENSMUSG00000111593.2	ENSMUST00000215342.2
ENSMUSG00000111462.3	ENSMUST00000212079.2
ENSMUSG00000111854.2	ENSMUST00000213487.2
ENSMUSG00000111854.2	ENSMUST00000213560.2
ENSMUSG00000100158.2	ENSMUST00000185538.2
ENSMUSG00000110727.2	ENSMUST00000214294.2
ENSMUSG00000110862.2	ENSMUST00000216984.2
ENSMUSG00000110862.2	ENSMUST00000214447.2
ENSMUSG00000111511.2	ENSMUST00000217147.2
ENSMUSG00000111511.2	ENSMUST00000216860.2
ENSMUSG00000111511.2	ENSMUST00000214689.2
ENSMUSG00000110981.2	ENSMUST00000215885.2
ENSMUSG00000110981.2	ENSMUST00000213355.2
ENSMUSG00000111156.2	ENSMUST00000213590.2
ENSMUSG00000111726.2	ENSMUST00000217258.2
ENSMUSG00000086360.2	ENSMUST00000143710.2
ENSMUSG00000111167.2	ENSMUST00000216597.2
ENSMUSG00000111167.2	ENSMUST00000217090.2
ENSMUSG00000111767.2	ENSMUST00000216586.2
ENSMUSG00000111074.2	ENSMUST00000213341.2
ENSMUSG00000110937.2	ENSMUST00000215213.2
ENSMUSG00000087456.2	ENSMUST00000141275.2
ENSMUSG00000110749.2	ENSMUST00000213443.2
ENSMUSG00000095385.4	ENSMUST00000210802.2
ENSMUSG00000095385.4	ENSMUST00000210588.2
ENSMUSG00000110823.2	ENSMUST00000214113.2
ENSMUSG00000110823.2	ENSMUST00000215783.2
ENSMUSG00000111829.2	ENSMUST00000216533.2
ENSMUSG00000100836.2	ENSMUST00000186146.2
ENSMUSG00000111110.2	ENSMUST00000216660.2
ENSMUSG00000111110.2	ENSMUST00000216439.2
ENSMUSG00000110988.2	ENSMUST00000214500.2
ENSMUSG00000111400.2	ENSMUST00000215431.2
ENSMUSG00000111400.2	ENSMUST00000214692.2
ENSMUSG00000111334.2	ENSMUST00000215497.2
ENSMUSG00000111334.2	ENSMUST00000216604.2
ENSMUSG00000111334.2	ENSMUST00000216455.2
ENSMUSG00000111334.2	ENSMUST00000217551.2
ENSMUSG00000111758.2	ENSMUST00000215774.2
ENSMUSG00000111758.2	ENSMUST00000217507.2
ENSMUSG00000111637.2	ENSMUST00000214985.2
ENSMUSG00000111283.2	ENSMUST00000217357.2
ENSMUSG00000111283.2	ENSMUST00000214440.2
ENSMUSG00000111229.2	ENSMUST00000215913.2
ENSMUSG00000111415.2	ENSMUST00000216448.2
ENSMUSG00000092258.3	ENSMUST00000174014.3
ENSMUSG00000097467.3	ENSMUST00000181106.3
ENSMUSG00000097617.3	ENSMUST00000180670.3
ENSMUSG00000111291.2	ENSMUST00000217413.2
ENSMUSG00000110740.2	ENSMUST00000213709.2
ENSMUSG00000111849.2	ENSMUST00000213494.2
ENSMUSG00000060380.4	ENSMUST00000217463.2
ENSMUSG00000060380.4	ENSMUST00000080911.2
ENSMUSG00000110980.2	ENSMUST00000216321.2
ENSMUSG00000111378.2	ENSMUST00000214422.2
ENSMUSG00000111378.2	ENSMUST00000215946.2
ENSMUSG00000110721.2	ENSMUST00000217329.2
ENSMUSG00000111656.2	ENSMUST00000216193.2
ENSMUSG00000110755.2	ENSMUST00000213859.2
ENSMUSG00000110750.2	ENSMUST00000214931.2
ENSMUSG00000110773.2	ENSMUST00000213180.2
ENSMUSG00000110773.2	ENSMUST00000213473.2
ENSMUSG00000111082.2	ENSMUST00000215803.2
ENSMUSG00000111203.2	ENSMUST00000214762.2
ENSMUSG00000074385.4	ENSMUST00000098827.3
ENSMUSG00000111811.2	ENSMUST00000213594.2
ENSMUSG00000091659.2	ENSMUST00000166780.2
ENSMUSG00000085831.8	ENSMUST00000131342.2
ENSMUSG00000097074.3	ENSMUST00000181230.2
ENSMUSG00000097074.3	ENSMUST00000215652.2
ENSMUSG00000089810.2	ENSMUST00000162209.2
ENSMUSG00000111521.2	ENSMUST00000213634.2
ENSMUSG00000111521.2	ENSMUST00000213884.2
ENSMUSG00000111329.2	ENSMUST00000216147.2
ENSMUSG00000074373.7	ENSMUST00000156612.2
ENSMUSG00000111403.2	ENSMUST00000215484.2
ENSMUSG00000111126.2	ENSMUST00000215849.2
ENSMUSG00000097463.3	ENSMUST00000181712.3
ENSMUSG00000097463.3	ENSMUST00000215242.2
ENSMUSG00000097463.3	ENSMUST00000215349.2
ENSMUSG00000110864.2	ENSMUST00000213885.2
ENSMUSG00000110864.2	ENSMUST00000214913.2
ENSMUSG00000110802.2	ENSMUST00000213920.2
ENSMUSG00000111115.2	ENSMUST00000214085.2
ENSMUSG00000110767.2	ENSMUST00000214727.2
ENSMUSG00000111649.2	ENSMUST00000217349.2
ENSMUSG00000111800.2	ENSMUST00000213995.2
ENSMUSG00000111800.2	ENSMUST00000213825.2
ENSMUSG00000111236.2	ENSMUST00000215504.2
ENSMUSG00000099696.7	ENSMUST00000191603.7
ENSMUSG00000111482.2	ENSMUST00000214437.2
ENSMUSG00000111669.2	ENSMUST00000214227.2
ENSMUSG00000111669.2	ENSMUST00000214385.2
ENSMUSG00000111669.2	ENSMUST00000217115.2
ENSMUSG00000109844.3	ENSMUST00000209591.2
ENSMUSG00000109844.3	ENSMUST00000209388.2
ENSMUSG00000111117.2	ENSMUST00000217082.2
ENSMUSG00000110924.2	ENSMUST00000214538.2
ENSMUSG00000111570.2	ENSMUST00000216896.2
ENSMUSG00000105991.2	ENSMUST00000198232.2
ENSMUSG00000079564.4	ENSMUST00000216483.2
ENSMUSG00000079564.4	ENSMUST00000215465.2
ENSMUSG00000079564.4	ENSMUST00000068730.4
ENSMUSG00000079564.4	ENSMUST00000215070.2
ENSMUSG00000111682.2	ENSMUST00000215094.2
ENSMUSG00000110916.2	ENSMUST00000215655.2
ENSMUSG00000111359.2	ENSMUST00000214933.2
ENSMUSG00000101304.2	ENSMUST00000190941.2
ENSMUSG00000111654.2	ENSMUST00000216563.2
ENSMUSG00000111862.2	ENSMUST00000213173.2
ENSMUSG00000044694.3	ENSMUST00000186025.2
ENSMUSG00000078308.3	ENSMUST00000089534.6
ENSMUSG00000074354.12	ENSMUST00000152203.8
ENSMUSG00000111357.2	ENSMUST00000214327.2
ENSMUSG00000111836.2	ENSMUST00000213467.2
ENSMUSG00000111836.2	ENSMUST00000217562.2
ENSMUSG00000111836.2	ENSMUST00000214646.2
ENSMUSG00000111836.2	ENSMUST00000213311.2
ENSMUSG00000111561.2	ENSMUST00000214181.2
ENSMUSG00000111780.2	ENSMUST00000216696.2
ENSMUSG00000111520.2	ENSMUST00000215193.2
ENSMUSG00000111520.2	ENSMUST00000213191.2
ENSMUSG00000111020.2	ENSMUST00000213681.2
ENSMUSG00000032048.4	ENSMUST00000034550.4
ENSMUSG00000086914.2	ENSMUST00000146938.2
ENSMUSG00000111379.2	ENSMUST00000217574.2
ENSMUSG00000074343.4	ENSMUST00000149237.2
ENSMUSG00000111050.2	ENSMUST00000217609.2
ENSMUSG00000111157.2	ENSMUST00000216217.2
ENSMUSG00000090270.2	ENSMUST00000166637.2
ENSMUSG00000099543.2	ENSMUST00000185378.2
ENSMUSG00000097111.2	ENSMUST00000181444.2
ENSMUSG00000110821.2	ENSMUST00000213911.2
ENSMUSG00000097870.3	ENSMUST00000181927.3
ENSMUSG00000111037.2	ENSMUST00000215507.2
ENSMUSG00000110888.2	ENSMUST00000213195.2
ENSMUSG00000111629.2	ENSMUST00000213112.2
ENSMUSG00000074284.7	ENSMUST00000128125.2
ENSMUSG00000086728.3	ENSMUST00000125333.3
ENSMUSG00000100282.2	ENSMUST00000185243.2
ENSMUSG00000097445.2	ENSMUST00000181462.2
ENSMUSG00000091908.8	ENSMUST00000170133.8
ENSMUSG00000091908.8	ENSMUST00000165858.8
ENSMUSG00000091908.8	ENSMUST00000163186.2
ENSMUSG00000097604.2	ENSMUST00000181289.2
ENSMUSG00000086624.2	ENSMUST00000153106.2
ENSMUSG00000085753.2	ENSMUST00000131007.2
ENSMUSG00000100487.2	ENSMUST00000191141.2
ENSMUSG00000097651.3	ENSMUST00000181967.3
ENSMUSG00000111846.2	ENSMUST00000216941.2
ENSMUSG00000110789.2	ENSMUST00000215275.2
ENSMUSG00000111852.2	ENSMUST00000217109.2
ENSMUSG00000110803.2	ENSMUST00000215963.2
ENSMUSG00000084913.4	ENSMUST00000143112.2
ENSMUSG00000084847.8	ENSMUST00000140958.2
ENSMUSG00000084847.8	ENSMUST00000133523.2
ENSMUSG00000111296.2	ENSMUST00000214235.2
ENSMUSG00000111761.2	ENSMUST00000216749.2
ENSMUSG00000111761.2	ENSMUST00000217430.2
ENSMUSG00000111809.2	ENSMUST00000215297.2
ENSMUSG00000095956.3	ENSMUST00000190053.2
ENSMUSG00000052143.9	ENSMUST00000214999.2
ENSMUSG00000052143.9	ENSMUST00000063858.8
ENSMUSG00000111444.2	ENSMUST00000216374.2
ENSMUSG00000111290.2	ENSMUST00000216854.2
ENSMUSG00000111147.2	ENSMUST00000216170.2
ENSMUSG00000111180.2	ENSMUST00000217239.2
ENSMUSG00000111180.2	ENSMUST00000216861.2
ENSMUSG00000111169.2	ENSMUST00000215460.2
ENSMUSG00000111354.2	ENSMUST00000214108.2
ENSMUSG00000111807.2	ENSMUST00000217392.2
ENSMUSG00000110998.2	ENSMUST00000216012.2
ENSMUSG00000111449.2	ENSMUST00000214812.2
ENSMUSG00000111658.2	ENSMUST00000213377.2
ENSMUSG00000074256.4	ENSMUST00000098658.3
ENSMUSG00000111033.2	ENSMUST00000214224.2
ENSMUSG00000110826.2	ENSMUST00000217557.2
ENSMUSG00000111232.2	ENSMUST00000215490.2
ENSMUSG00000111193.2	ENSMUST00000216565.2
ENSMUSG00000111144.2	ENSMUST00000214934.2
ENSMUSG00000086539.9	ENSMUST00000191455.7
ENSMUSG00000086539.9	ENSMUST00000126238.3
ENSMUSG00000111058.2	ENSMUST00000214827.2
ENSMUSG00000093616.2	ENSMUST00000176450.2
ENSMUSG00000093759.2	ENSMUST00000176950.2
ENSMUSG00000111160.2	ENSMUST00000214497.2
ENSMUSG00000111471.2	ENSMUST00000214559.2
ENSMUSG00000111712.2	ENSMUST00000214251.2
ENSMUSG00000111722.2	ENSMUST00000214308.2
ENSMUSG00000111818.2	ENSMUST00000216282.2
ENSMUSG00000100130.2	ENSMUST00000187676.2
ENSMUSG00000100130.2	ENSMUST00000186450.2
ENSMUSG00000086387.2	ENSMUST00000124953.2
ENSMUSG00000092131.2	ENSMUST00000168475.2
ENSMUSG00000092131.2	ENSMUST00000169153.2
ENSMUSG00000091745.2	ENSMUST00000166507.2
ENSMUSG00000111825.2	ENSMUST00000213227.2
ENSMUSG00000111556.2	ENSMUST00000215724.2
ENSMUSG00000111412.2	ENSMUST00000216972.2
ENSMUSG00000055125.8	ENSMUST00000186205.2
ENSMUSG00000111841.2	ENSMUST00000216827.2
ENSMUSG00000101345.2	ENSMUST00000186992.2
ENSMUSG00000111303.2	ENSMUST00000214059.2
ENSMUSG00000086648.2	ENSMUST00000152570.2
ENSMUSG00000086399.2	ENSMUST00000131093.2
ENSMUSG00000097623.8	ENSMUST00000180488.8
ENSMUSG00000101555.2	ENSMUST00000185564.2
ENSMUSG00000111043.2	ENSMUST00000215316.2
ENSMUSG00000074213.4	ENSMUST00000238671.2
ENSMUSG00000111631.2	ENSMUST00000215190.2
ENSMUSG00000111429.2	ENSMUST00000217021.2
ENSMUSG00000099020.2	ENSMUST00000185132.2
ENSMUSG00000099190.2	ENSMUST00000184383.2
ENSMUSG00000098340.2	ENSMUST00000183670.2
ENSMUSG00000097211.3	ENSMUST00000180997.3
ENSMUSG00000097211.3	ENSMUST00000184796.2
ENSMUSG00000098959.2	ENSMUST00000184671.2
ENSMUSG00000098801.2	ENSMUST00000184303.2
ENSMUSG00000098778.2	ENSMUST00000185191.2
ENSMUSG00000096986.3	ENSMUST00000181405.3
ENSMUSG00000099051.2	ENSMUST00000183517.2
ENSMUSG00000099051.2	ENSMUST00000185013.2
ENSMUSG00000098573.2	ENSMUST00000184373.2
ENSMUSG00000098294.2	ENSMUST00000184673.2
ENSMUSG00000098875.2	ENSMUST00000183507.2
ENSMUSG00000101526.2	ENSMUST00000189842.2
ENSMUSG00000066477.14	ENSMUST00000160979.9
ENSMUSG00000093662.3	ENSMUST00000160950.3
ENSMUSG00000101596.2	ENSMUST00000188354.2
ENSMUSG00000111348.2	ENSMUST00000216737.2
ENSMUSG00000110824.2	ENSMUST00000213336.2
ENSMUSG00000097021.8	ENSMUST00000180533.8
ENSMUSG00000097836.2	ENSMUST00000180749.2
ENSMUSG00000098894.2	ENSMUST00000183362.2
ENSMUSG00000111222.2	ENSMUST00000216390.2
ENSMUSG00000110839.2	ENSMUST00000214015.2
ENSMUSG00000098370.2	ENSMUST00000184488.2
ENSMUSG00000099170.2	ENSMUST00000183878.2
ENSMUSG00000099094.2	ENSMUST00000184658.2
ENSMUSG00000111225.2	ENSMUST00000215521.2
ENSMUSG00000110838.2	ENSMUST00000214443.2
ENSMUSG00000111014.2	ENSMUST00000215539.2
ENSMUSG00000111253.2	ENSMUST00000217012.2
ENSMUSG00000111250.2	ENSMUST00000214737.2
ENSMUSG00000111610.2	ENSMUST00000216017.2
ENSMUSG00000111335.2	ENSMUST00000217068.2
ENSMUSG00000090724.2	ENSMUST00000171096.2
ENSMUSG00000090317.2	ENSMUST00000165499.2
ENSMUSG00000111417.2	ENSMUST00000214586.2
ENSMUSG00000091147.2	ENSMUST00000171278.2
ENSMUSG00000111363.2	ENSMUST00000213359.2
ENSMUSG00000110923.2	ENSMUST00000216797.2
ENSMUSG00000111638.2	ENSMUST00000215508.2
ENSMUSG00000102020.2	ENSMUST00000190463.2
ENSMUSG00000111633.2	ENSMUST00000214587.2
ENSMUSG00000111765.2	ENSMUST00000217201.2
ENSMUSG00000086608.2	ENSMUST00000123894.2
ENSMUSG00000086918.2	ENSMUST00000151676.2
ENSMUSG00000092581.2	ENSMUST00000172721.2
ENSMUSG00000084917.4	ENSMUST00000165458.3
ENSMUSG00000099016.2	ENSMUST00000183413.2
ENSMUSG00000111510.3	ENSMUST00000214415.2
ENSMUSG00000111717.2	ENSMUST00000214710.2
ENSMUSG00000098685.2	ENSMUST00000184749.2
ENSMUSG00000097655.4	ENSMUST00000181827.4
ENSMUSG00000098429.2	ENSMUST00000184676.2
ENSMUSG00000097466.9	ENSMUST00000181447.8
ENSMUSG00000097241.3	ENSMUST00000181794.3
ENSMUSG00000111697.2	ENSMUST00000214348.2
ENSMUSG00000099266.2	ENSMUST00000183678.2
ENSMUSG00000111839.2	ENSMUST00000216894.2
ENSMUSG00000111774.2	ENSMUST00000217211.2
ENSMUSG00000101144.3	ENSMUST00000187589.2
ENSMUSG00000098747.8	ENSMUST00000184100.8
ENSMUSG00000111443.2	ENSMUST00000217447.2
ENSMUSG00000099718.2	ENSMUST00000188217.2
ENSMUSG00000110950.2	ENSMUST00000213703.2
ENSMUSG00000111820.2	ENSMUST00000214393.2
ENSMUSG00000100155.2	ENSMUST00000189326.2
ENSMUSG00000111769.2	ENSMUST00000217030.2
ENSMUSG00000111757.2	ENSMUST00000217260.2
ENSMUSG00000111757.2	ENSMUST00000215223.2
ENSMUSG00000111245.2	ENSMUST00000214502.2
ENSMUSG00000099724.3	ENSMUST00000187735.2
ENSMUSG00000099724.3	ENSMUST00000216802.2
ENSMUSG00000099724.3	ENSMUST00000216019.2
ENSMUSG00000111500.2	ENSMUST00000213542.2
ENSMUSG00000102064.2	ENSMUST00000188309.2
ENSMUSG00000110783.2	ENSMUST00000213260.2
ENSMUSG00000111281.2	ENSMUST00000216158.2
ENSMUSG00000111822.2	ENSMUST00000213613.2
ENSMUSG00000111840.2	ENSMUST00000214073.2
ENSMUSG00000111663.2	ENSMUST00000216235.2
ENSMUSG00000110956.2	ENSMUST00000216435.2
ENSMUSG00000111386.2	ENSMUST00000213802.2
ENSMUSG00000056031.14	ENSMUST00000069896.7
ENSMUSG00000056031.14	ENSMUST00000185960.2
ENSMUSG00000110946.2	ENSMUST00000213921.2
ENSMUSG00000087466.4	ENSMUST00000150367.4
ENSMUSG00000111874.2	ENSMUST00000217543.2
ENSMUSG00000100782.2	ENSMUST00000190118.2
ENSMUSG00000101335.2	ENSMUST00000188747.2
ENSMUSG00000097195.11	ENSMUST00000239357.2
ENSMUSG00000097195.11	ENSMUST00000182232.9
ENSMUSG00000097195.11	ENSMUST00000239369.2
ENSMUSG00000097195.11	ENSMUST00000239327.2
ENSMUSG00000097195.11	ENSMUST00000239285.2
ENSMUSG00000097195.11	ENSMUST00000180563.10
ENSMUSG00000097195.11	ENSMUST00000239365.2
ENSMUSG00000097195.11	ENSMUST00000239274.2
ENSMUSG00000097195.11	ENSMUST00000182517.3
ENSMUSG00000097195.11	ENSMUST00000239377.2
ENSMUSG00000097073.8	ENSMUST00000180723.8
ENSMUSG00000074149.10	ENSMUST00000188891.7
ENSMUSG00000101698.2	ENSMUST00000190113.2
ENSMUSG00000097177.9	ENSMUST00000188156.7
ENSMUSG00000097177.9	ENSMUST00000180712.8
ENSMUSG00000097177.9	ENSMUST00000180783.8
ENSMUSG00000097177.9	ENSMUST00000181448.3
ENSMUSG00000097677.2	ENSMUST00000181449.2
ENSMUSG00000099930.2	ENSMUST00000188232.2
ENSMUSG00000074146.10	ENSMUST00000187015.7
ENSMUSG00000111806.2	ENSMUST00000217127.2
ENSMUSG00000111274.2	ENSMUST00000214211.2
ENSMUSG00000098727.2	ENSMUST00000184823.2
ENSMUSG00000098627.8	ENSMUST00000183387.8
ENSMUSG00000098627.8	ENSMUST00000184444.8
ENSMUSG00000111666.2	ENSMUST00000214503.2
ENSMUSG00000099512.2	ENSMUST00000185312.2
ENSMUSG00000099406.2	ENSMUST00000187536.2
ENSMUSG00000101608.2	ENSMUST00000187008.2
ENSMUSG00000100341.2	ENSMUST00000191272.2
ENSMUSG00000109896.2	ENSMUST00000209894.2
