ENSMUSG00000051951.6	ENSMUST00000070533.5
ENSMUSG00000038453.18	ENSMUST00000107596.9
ENSMUSG00000038453.18	ENSMUST00000238314.2
ENSMUSG00000038453.18	ENSMUST00000107593.8
ENSMUSG00000038453.18	ENSMUST00000107590.9
ENSMUSG00000038453.18	ENSMUST00000238597.2
ENSMUSG00000038453.18	ENSMUST00000238342.2
ENSMUSG00000043439.6	ENSMUST00000052281.6
ENSMUSG00000038437.12	ENSMUST00000044730.12
ENSMUSG00000038437.12	ENSMUST00000107586.3
ENSMUSG00000078695.9	ENSMUST00000107584.8
ENSMUSG00000078695.9	ENSMUST00000107585.9
ENSMUSG00000078695.9	ENSMUST00000107583.3
ENSMUSG00000018537.17	ENSMUST00000179765.8
ENSMUSG00000018537.17	ENSMUST00000169807.8
ENSMUSG00000018537.17	ENSMUST00000103149.9
ENSMUSG00000018537.17	ENSMUST00000103148.8
ENSMUSG00000018537.17	ENSMUST00000018681.14
ENSMUSG00000069744.8	ENSMUST00000103147.5
ENSMUSG00000018547.9	ENSMUST00000018691.9
ENSMUSG00000018541.11	ENSMUST00000018685.9
ENSMUSG00000018541.11	ENSMUST00000107579.2
ENSMUSG00000018543.9	ENSMUST00000107576.2
ENSMUSG00000071415.7	ENSMUST00000103146.5
ENSMUSG00000038366.16	ENSMUST00000043843.12
ENSMUSG00000050538.9	ENSMUST00000054783.5
ENSMUSG00000050538.9	ENSMUST00000155954.3
ENSMUSG00000050538.9	ENSMUST00000164364.2
ENSMUSG00000050538.9	ENSMUST00000170806.2
ENSMUSG00000070336.4	ENSMUST00000093939.4
ENSMUSG00000017417.15	ENSMUST00000017561.15
ENSMUSG00000017417.15	ENSMUST00000107565.3
ENSMUSG00000017417.15	ENSMUST00000107564.2
ENSMUSG00000038352.16	ENSMUST00000042971.16
ENSMUSG00000038352.16	ENSMUST00000107563.2
ENSMUSG00000020882.18	ENSMUST00000017552.13
ENSMUSG00000020882.18	ENSMUST00000103144.10
ENSMUSG00000020882.18	ENSMUST00000107561.9
ENSMUSG00000020882.18	ENSMUST00000092736.11
ENSMUSG00000020882.18	ENSMUST00000107562.2
ENSMUSG00000017404.13	ENSMUST00000092425.11
ENSMUSG00000017404.13	ENSMUST00000017548.7
ENSMUSG00000017400.11	ENSMUST00000017544.9
ENSMUSG00000020883.19	ENSMUST00000103143.10
ENSMUSG00000018160.16	ENSMUST00000092735.12
ENSMUSG00000018160.16	ENSMUST00000107545.9
ENSMUSG00000018160.16	ENSMUST00000018304.7
ENSMUSG00000003119.15	ENSMUST00000107539.8
ENSMUSG00000003119.15	ENSMUST00000003203.14
ENSMUSG00000003119.15	ENSMUST00000107538.2
ENSMUSG00000038255.7	ENSMUST00000041685.7
ENSMUSG00000061718.13	ENSMUST00000078694.13
ENSMUSG00000061718.13	ENSMUST00000150762.8
ENSMUSG00000061718.13	ENSMUST00000137634.2
ENSMUSG00000018167.11	ENSMUST00000018311.5
ENSMUSG00000007877.3	ENSMUST00000008021.3
ENSMUSG00000038216.8	ENSMUST00000041301.8
ENSMUSG00000038208.14	ENSMUST00000090827.12
ENSMUSG00000038208.14	ENSMUST00000128897.2
ENSMUSG00000062312.6	ENSMUST00000058295.6
ENSMUSG00000002580.8	ENSMUST00000002655.8
ENSMUSG00000019312.11	ENSMUST00000019456.5
ENSMUSG00000018168.9	ENSMUST00000103141.4
ENSMUSG00000017195.16	ENSMUST00000081033.13
ENSMUSG00000017195.16	ENSMUST00000107511.8
ENSMUSG00000017195.16	ENSMUST00000107509.8
ENSMUSG00000017195.16	ENSMUST00000017339.12
ENSMUSG00000017195.16	ENSMUST00000107513.3
ENSMUSG00000038150.8	ENSMUST00000052919.8
ENSMUSG00000086545.5	ENSMUST00000142268.3
ENSMUSG00000064224.11	ENSMUST00000073295.3
ENSMUSG00000064224.11	ENSMUST00000107508.9
ENSMUSG00000017211.15	ENSMUST00000093938.10
ENSMUSG00000017211.15	ENSMUST00000017355.12
ENSMUSG00000017204.5	ENSMUST00000017348.3
ENSMUSG00000017221.15	ENSMUST00000017365.15
ENSMUSG00000038067.3	ENSMUST00000038886.3
ENSMUSG00000017210.15	ENSMUST00000017354.13
ENSMUSG00000017210.15	ENSMUST00000100500.9
ENSMUSG00000058756.14	ENSMUST00000064187.12
ENSMUSG00000058756.14	ENSMUST00000103139.11
ENSMUSG00000020889.12	ENSMUST00000064941.7
ENSMUSG00000052915.15	ENSMUST00000037915.9
ENSMUSG00000052915.15	ENSMUST00000107485.8
ENSMUSG00000052915.15	ENSMUST00000107487.10
ENSMUSG00000052915.15	ENSMUST00000037930.13
ENSMUSG00000078676.10	ENSMUST00000017384.14
ENSMUSG00000078676.10	ENSMUST00000169695.2
ENSMUSG00000038020.6	ENSMUST00000107479.3
ENSMUSG00000038013.15	ENSMUST00000037480.9
ENSMUSG00000017499.16	ENSMUST00000092706.13
ENSMUSG00000017499.16	ENSMUST00000093937.3
ENSMUSG00000037992.17	ENSMUST00000107474.8
ENSMUSG00000037992.17	ENSMUST00000107475.9
ENSMUSG00000037992.17	ENSMUST00000068133.10
ENSMUSG00000037992.17	ENSMUST00000164748.8
ENSMUSG00000037992.17	ENSMUST00000107473.3
ENSMUSG00000047197.2	ENSMUST00000062931.2
ENSMUSG00000020914.18	ENSMUST00000068031.8
ENSMUSG00000017493.13	ENSMUST00000017637.13
ENSMUSG00000017493.13	ENSMUST00000140772.2
ENSMUSG00000017607.10	ENSMUST00000017751.3
ENSMUSG00000037944.9	ENSMUST00000103134.4
ENSMUSG00000037935.17	ENSMUST00000103133.4
ENSMUSG00000035849.15	ENSMUST00000103132.10
ENSMUSG00000035849.15	ENSMUST00000038214.7
ENSMUSG00000020913.4	ENSMUST00000017255.4
ENSMUSG00000035831.3	ENSMUST00000038004.3
ENSMUSG00000075570.3	ENSMUST00000100482.3
ENSMUSG00000017588.3	ENSMUST00000017732.3
ENSMUSG00000055937.2	ENSMUST00000006963.3
ENSMUSG00000019761.11	ENSMUST00000103131.5
ENSMUSG00000019761.11	ENSMUST00000211768.2
ENSMUSG00000020912.5	ENSMUST00000017741.4
ENSMUSG00000035775.3	ENSMUST00000017743.3
ENSMUSG00000006777.8	ENSMUST00000006969.8
ENSMUSG00000064165.9	ENSMUST00000107445.8
ENSMUSG00000064165.9	ENSMUST00000076948.2
ENSMUSG00000059169.10	ENSMUST00000107443.8
ENSMUSG00000059169.10	ENSMUST00000074253.4
ENSMUSG00000069722.5	ENSMUST00000092700.5
ENSMUSG00000069721.3	ENSMUST00000092699.3
ENSMUSG00000078132.2	ENSMUST00000104931.2
ENSMUSG00000047564.5	ENSMUST00000055502.5
ENSMUSG00000047253.5	ENSMUST00000054532.5
ENSMUSG00000075567.5	ENSMUST00000100479.3
ENSMUSG00000078131.2	ENSMUST00000104930.2
ENSMUSG00000049809.3	ENSMUST00000062683.3
ENSMUSG00000057674.4	ENSMUST00000072306.4
ENSMUSG00000058725.2	ENSMUST00000076478.2
ENSMUSG00000060756.6	ENSMUST00000074926.6
ENSMUSG00000062278.3	ENSMUST00000073853.3
ENSMUSG00000063251.7	ENSMUST00000081007.7
ENSMUSG00000044649.5	ENSMUST00000058987.5
ENSMUSG00000045109.7	ENSMUST00000055121.7
ENSMUSG00000078130.5	ENSMUST00000104929.2
ENSMUSG00000078130.5	ENSMUST00000073126.4
ENSMUSG00000069718.5	ENSMUST00000092695.5
ENSMUSG00000075566.3	ENSMUST00000100476.3
ENSMUSG00000078276.2	ENSMUST00000105073.2
ENSMUSG00000078269.2	ENSMUST00000105066.2
ENSMUSG00000078668.4	ENSMUST00000107440.2
ENSMUSG00000089724.2	ENSMUST00000107439.2
ENSMUSG00000078262.6	ENSMUST00000105059.4
ENSMUSG00000078261.2	ENSMUST00000105058.2
ENSMUSG00000078260.2	ENSMUST00000105057.2
ENSMUSG00000078259.4	ENSMUST00000105056.2
ENSMUSG00000048294.5	ENSMUST00000050106.5
ENSMUSG00000078258.2	ENSMUST00000105055.2
ENSMUSG00000078257.3	ENSMUST00000105054.3
ENSMUSG00000046474.10	ENSMUST00000107437.2
ENSMUSG00000069717.8	ENSMUST00000107434.2
ENSMUSG00000090225.2	ENSMUST00000092694.4
ENSMUSG00000070335.5	ENSMUST00000093936.5
ENSMUSG00000059845.6	ENSMUST00000078442.4
ENSMUSG00000070334.5	ENSMUST00000093935.3
ENSMUSG00000078256.4	ENSMUST00000105053.2
ENSMUSG00000051481.6	ENSMUST00000058761.6
ENSMUSG00000078255.2	ENSMUST00000105052.2
ENSMUSG00000078254.2	ENSMUST00000105051.2
ENSMUSG00000078253.4	ENSMUST00000105050.4
ENSMUSG00000078252.2	ENSMUST00000105049.2
ENSMUSG00000035592.3	ENSMUST00000018399.3
ENSMUSG00000057723.4	ENSMUST00000073890.4
ENSMUSG00000043485.3	ENSMUST00000056362.3
ENSMUSG00000048981.2	ENSMUST00000007318.2
ENSMUSG00000046095.6	ENSMUST00000107419.2
ENSMUSG00000048013.10	ENSMUST00000103127.4
ENSMUSG00000020916.9	ENSMUST00000107416.3
ENSMUSG00000044041.5	ENSMUST00000007275.3
ENSMUSG00000054146.9	ENSMUST00000107411.3
ENSMUSG00000020911.15	ENSMUST00000007317.8
ENSMUSG00000051617.4	ENSMUST00000059707.3
ENSMUSG00000045545.9	ENSMUST00000007272.8
ENSMUSG00000053797.11	ENSMUST00000007280.9
ENSMUSG00000035557.10	ENSMUST00000080893.7
ENSMUSG00000053654.8	ENSMUST00000017270.8
ENSMUSG00000035530.14	ENSMUST00000049385.14
ENSMUSG00000017165.2	ENSMUST00000017309.2
ENSMUSG00000006930.16	ENSMUST00000138603.9
ENSMUSG00000006930.16	ENSMUST00000103124.11
ENSMUSG00000001552.15	ENSMUST00000001592.15
ENSMUSG00000001552.15	ENSMUST00000107403.2
ENSMUSG00000006931.16	ENSMUST00000066489.13
ENSMUSG00000001555.11	ENSMUST00000001595.10
ENSMUSG00000001555.11	ENSMUST00000107400.3
ENSMUSG00000017176.18	ENSMUST00000107399.9
ENSMUSG00000017176.18	ENSMUST00000107398.8
ENSMUSG00000017176.18	ENSMUST00000092688.12
ENSMUSG00000017176.18	ENSMUST00000092689.9
ENSMUSG00000017176.18	ENSMUST00000107397.2
ENSMUSG00000001558.6	ENSMUST00000001599.4
ENSMUSG00000001558.6	ENSMUST00000107395.3
ENSMUSG00000048732.6	ENSMUST00000056665.4
ENSMUSG00000020917.18	ENSMUST00000107389.8
ENSMUSG00000020917.18	ENSMUST00000007131.16
ENSMUSG00000020917.18	ENSMUST00000165111.8
ENSMUSG00000020917.18	ENSMUST00000107385.2
ENSMUSG00000006784.15	ENSMUST00000092684.12
ENSMUSG00000006784.15	ENSMUST00000006976.8
ENSMUSG00000006782.17	ENSMUST00000103120.5
ENSMUSG00000014195.17	ENSMUST00000014339.15
ENSMUSG00000014195.17	ENSMUST00000146840.3
ENSMUSG00000014195.17	ENSMUST00000239490.2
ENSMUSG00000014195.17	ENSMUST00000239410.2
ENSMUSG00000014195.17	ENSMUST00000239389.2
ENSMUSG00000014195.17	ENSMUST00000239479.2
ENSMUSG00000014195.17	ENSMUST00000154972.9
ENSMUSG00000014195.17	ENSMUST00000132886.3
ENSMUSG00000017837.13	ENSMUST00000107376.8
ENSMUSG00000017837.13	ENSMUST00000051947.10
ENSMUSG00000017837.13	ENSMUST00000017981.10
ENSMUSG00000014198.16	ENSMUST00000103119.10
ENSMUSG00000017830.16	ENSMUST00000017974.13
ENSMUSG00000020918.15	ENSMUST00000006973.12
ENSMUSG00000020918.15	ENSMUST00000103118.4
ENSMUSG00000017832.3	ENSMUST00000169833.2
ENSMUSG00000017832.3	ENSMUST00000017976.3
ENSMUSG00000019173.12	ENSMUST00000107364.8
ENSMUSG00000019173.12	ENSMUST00000019317.12
ENSMUSG00000035355.16	ENSMUST00000107361.9
ENSMUSG00000035355.16	ENSMUST00000107363.3
ENSMUSG00000045471.5	ENSMUST00000107360.3
ENSMUSG00000045471.5	ENSMUST00000055083.4
ENSMUSG00000017747.14	ENSMUST00000017891.14
ENSMUSG00000020919.12	ENSMUST00000107358.9
ENSMUSG00000020919.12	ENSMUST00000004143.3
ENSMUSG00000004043.15	ENSMUST00000004145.14
ENSMUSG00000004043.15	ENSMUST00000107356.8
ENSMUSG00000004043.15	ENSMUST00000107357.4
ENSMUSG00000004040.17	ENSMUST00000103114.8
ENSMUSG00000004040.17	ENSMUST00000127638.8
ENSMUSG00000004040.17	ENSMUST00000092671.12
ENSMUSG00000004040.17	ENSMUST00000138438.2
ENSMUSG00000004044.10	ENSMUST00000060792.6
ENSMUSG00000019302.17	ENSMUST00000103110.10
ENSMUSG00000019302.17	ENSMUST00000044721.13
ENSMUSG00000019302.17	ENSMUST00000168757.9
ENSMUSG00000019302.17	ENSMUST00000092663.4
ENSMUSG00000001751.10	ENSMUST00000001802.10
ENSMUSG00000019301.6	ENSMUST00000019445.6
ENSMUSG00000001755.13	ENSMUST00000001806.10
ENSMUSG00000001755.13	ENSMUST00000107308.4
ENSMUSG00000017801.16	ENSMUST00000107302.8
ENSMUSG00000017801.16	ENSMUST00000107303.10
ENSMUSG00000017801.16	ENSMUST00000017945.15
ENSMUSG00000019303.15	ENSMUST00000019447.15
ENSMUSG00000017802.15	ENSMUST00000107295.10
ENSMUSG00000017802.15	ENSMUST00000017946.6
ENSMUSG00000035198.10	ENSMUST00000043680.9
ENSMUSG00000045007.10	ENSMUST00000043654.10
ENSMUSG00000035172.16	ENSMUST00000043397.14
ENSMUSG00000035172.16	ENSMUST00000164474.8
ENSMUSG00000017167.7	ENSMUST00000103109.4
ENSMUSG00000044052.4	ENSMUST00000062759.4
ENSMUSG00000006920.15	ENSMUST00000107284.8
ENSMUSG00000006920.15	ENSMUST00000107285.8
ENSMUSG00000006920.15	ENSMUST00000100417.3
ENSMUSG00000001240.14	ENSMUST00000129680.8
ENSMUSG00000001240.14	ENSMUST00000122006.8
ENSMUSG00000078656.12	ENSMUST00000007533.15
ENSMUSG00000078656.12	ENSMUST00000042477.13
ENSMUSG00000078656.12	ENSMUST00000100414.12
ENSMUSG00000078656.12	ENSMUST00000107280.11
ENSMUSG00000078656.12	ENSMUST00000121331.2
ENSMUSG00000035112.18	ENSMUST00000103108.8
ENSMUSG00000017188.4	ENSMUST00000017332.4
ENSMUSG00000017188.4	ENSMUST00000168089.2
ENSMUSG00000078653.5	ENSMUST00000103107.5
ENSMUSG00000035086.14	ENSMUST00000130916.8
ENSMUSG00000035086.14	ENSMUST00000172233.8
ENSMUSG00000035086.14	ENSMUST00000170502.2
ENSMUSG00000078652.10	ENSMUST00000019470.14
ENSMUSG00000078651.9	ENSMUST00000041095.14
ENSMUSG00000078651.9	ENSMUST00000107264.2
ENSMUSG00000019326.15	ENSMUST00000103105.10
ENSMUSG00000078650.3	ENSMUST00000019469.3
ENSMUSG00000097239.8	ENSMUST00000107257.8
ENSMUSG00000097239.8	ENSMUST00000107259.4
ENSMUSG00000075528.14	ENSMUST00000070395.9
ENSMUSG00000097487.8	ENSMUST00000107252.9
ENSMUSG00000097487.8	ENSMUST00000103102.10
ENSMUSG00000097487.8	ENSMUST00000093933.11
ENSMUSG00000035007.6	ENSMUST00000040561.6
ENSMUSG00000063316.14	ENSMUST00000077856.13
ENSMUSG00000063316.14	ENSMUST00000107249.8
ENSMUSG00000010358.14	ENSMUST00000010502.13
ENSMUSG00000034993.8	ENSMUST00000040430.8
ENSMUSG00000001313.13	ENSMUST00000001347.7
ENSMUSG00000017146.13	ENSMUST00000017290.11
ENSMUSG00000017119.21	ENSMUST00000103099.8
ENSMUSG00000017119.21	ENSMUST00000103098.9
ENSMUSG00000017119.21	ENSMUST00000107213.8
ENSMUSG00000017119.21	ENSMUST00000107208.8
ENSMUSG00000017119.21	ENSMUST00000107212.8
ENSMUSG00000017119.21	ENSMUST00000107218.10
ENSMUSG00000017119.21	ENSMUST00000071537.13
ENSMUSG00000034947.14	ENSMUST00000039581.14
ENSMUSG00000034947.14	ENSMUST00000100403.9
ENSMUSG00000085486.3	ENSMUST00000154147.2
ENSMUSG00000085486.3	ENSMUST00000209862.2
ENSMUSG00000010362.10	ENSMUST00000010506.10
ENSMUSG00000034936.3	ENSMUST00000039388.3
ENSMUSG00000034931.16	ENSMUST00000039152.14
ENSMUSG00000017724.15	ENSMUST00000164750.8
ENSMUSG00000017724.15	ENSMUST00000107176.8
ENSMUSG00000017724.15	ENSMUST00000017868.7
ENSMUSG00000001493.10	ENSMUST00000057054.8
ENSMUSG00000001494.7	ENSMUST00000001534.7
ENSMUSG00000003518.14	ENSMUST00000151678.8
ENSMUSG00000003518.14	ENSMUST00000003612.13
ENSMUSG00000003518.14	ENSMUST00000107173.9
ENSMUSG00000003518.14	ENSMUST00000107172.8
ENSMUSG00000003518.14	ENSMUST00000143177.2
ENSMUSG00000003518.14	ENSMUST00000176261.2
ENSMUSG00000010841.14	ENSMUST00000176722.8
ENSMUSG00000010841.14	ENSMUST00000010985.8
ENSMUSG00000052373.15	ENSMUST00000100400.9
ENSMUSG00000052373.15	ENSMUST00000062801.11
ENSMUSG00000052373.15	ENSMUST00000107168.8
ENSMUSG00000052373.15	ENSMUST00000107167.2
ENSMUSG00000017309.12	ENSMUST00000017453.12
ENSMUSG00000017309.12	ENSMUST00000107163.9
ENSMUSG00000017309.12	ENSMUST00000107164.3
ENSMUSG00000017314.13	ENSMUST00000017458.11
ENSMUSG00000017314.13	ENSMUST00000100398.5
ENSMUSG00000017316.14	ENSMUST00000170554.9
ENSMUSG00000017316.14	ENSMUST00000017460.6
ENSMUSG00000017311.16	ENSMUST00000177304.8
ENSMUSG00000017311.16	ENSMUST00000017455.15
ENSMUSG00000017311.16	ENSMUST00000127381.3
ENSMUSG00000048217.12	ENSMUST00000055409.6
ENSMUSG00000020921.7	ENSMUST00000021296.7
ENSMUSG00000020922.12	ENSMUST00000107156.9
ENSMUSG00000020922.12	ENSMUST00000021297.6
ENSMUSG00000034793.16	ENSMUST00000070334.10
ENSMUSG00000034793.16	ENSMUST00000078975.8
ENSMUSG00000008855.18	ENSMUST00000107151.9
ENSMUSG00000008855.18	ENSMUST00000008999.12
ENSMUSG00000008855.18	ENSMUST00000107150.8
ENSMUSG00000008855.18	ENSMUST00000107152.9
ENSMUSG00000034773.17	ENSMUST00000100392.5
ENSMUSG00000034768.5	ENSMUST00000036467.5
ENSMUSG00000034757.16	ENSMUST00000036376.13
ENSMUSG00000034757.16	ENSMUST00000156326.2
ENSMUSG00000059995.13	ENSMUST00000107134.8
ENSMUSG00000059995.13	ENSMUST00000073234.9
ENSMUSG00000059995.13	ENSMUST00000107132.3
ENSMUSG00000020923.18	ENSMUST00000174302.8
ENSMUSG00000020923.18	ENSMUST00000178839.8
ENSMUSG00000020923.18	ENSMUST00000079589.11
ENSMUSG00000020923.18	ENSMUST00000107115.8
ENSMUSG00000020923.18	ENSMUST00000107117.9
ENSMUSG00000020923.18	ENSMUST00000006754.14
ENSMUSG00000020923.18	ENSMUST00000107119.9
ENSMUSG00000020923.18	ENSMUST00000107123.10
ENSMUSG00000020923.18	ENSMUST00000173870.8
ENSMUSG00000020923.18	ENSMUST00000128016.2
ENSMUSG00000006574.16	ENSMUST00000006749.10
ENSMUSG00000006575.15	ENSMUST00000107105.9
ENSMUSG00000006575.15	ENSMUST00000107102.8
ENSMUSG00000006575.15	ENSMUST00000107103.8
ENSMUSG00000006575.15	ENSMUST00000006750.8
ENSMUSG00000018677.10	ENSMUST00000107098.8
ENSMUSG00000018677.10	ENSMUST00000018821.9
ENSMUSG00000034708.13	ENSMUST00000239431.2
ENSMUSG00000034708.13	ENSMUST00000049460.12
ENSMUSG00000034685.5	ENSMUST00000049057.5
ENSMUSG00000034664.14	ENSMUST00000103086.4
ENSMUSG00000034621.15	ENSMUST00000143842.2
ENSMUSG00000078640.10	ENSMUST00000107081.8
ENSMUSG00000078640.10	ENSMUST00000107080.2
ENSMUSG00000050288.7	ENSMUST00000057893.7
ENSMUSG00000051455.14	ENSMUST00000100378.4
ENSMUSG00000020925.17	ENSMUST00000092569.13
ENSMUSG00000020925.17	ENSMUST00000164506.3
ENSMUSG00000020926.17	ENSMUST00000103081.10
ENSMUSG00000020926.17	ENSMUST00000068150.7
ENSMUSG00000034520.15	ENSMUST00000107075.9
ENSMUSG00000034520.15	ENSMUST00000068933.12
ENSMUSG00000034520.15	ENSMUST00000092567.11
ENSMUSG00000020928.15	ENSMUST00000107073.8
ENSMUSG00000020928.15	ENSMUST00000021302.15
ENSMUSG00000020928.15	ENSMUST00000107072.2
ENSMUSG00000020929.15	ENSMUST00000021306.14
ENSMUSG00000020929.15	ENSMUST00000107060.8
ENSMUSG00000020929.15	ENSMUST00000173679.8
ENSMUSG00000020930.10	ENSMUST00000021307.10
ENSMUSG00000020930.10	ENSMUST00000159834.2
ENSMUSG00000075510.4	ENSMUST00000100369.4
ENSMUSG00000020932.15	ENSMUST00000067444.10
ENSMUSG00000020932.15	ENSMUST00000077902.5
ENSMUSG00000051378.11	ENSMUST00000021311.10
ENSMUSG00000045532.6	ENSMUST00000057849.6
ENSMUSG00000020935.9	ENSMUST00000021313.9
ENSMUSG00000020936.9	ENSMUST00000021314.8
ENSMUSG00000020937.15	ENSMUST00000103077.2
ENSMUSG00000056938.17	ENSMUST00000107040.10
ENSMUSG00000056938.17	ENSMUST00000024492.15
ENSMUSG00000048878.7	ENSMUST00000053063.7
ENSMUSG00000043372.13	ENSMUST00000107037.8
ENSMUSG00000043372.13	ENSMUST00000062530.5
ENSMUSG00000055805.16	ENSMUST00000042286.12
ENSMUSG00000055805.16	ENSMUST00000218163.2
ENSMUSG00000055805.16	ENSMUST00000107027.9
ENSMUSG00000020940.14	ENSMUST00000021323.11
ENSMUSG00000020940.14	ENSMUST00000107026.9
ENSMUSG00000044787.8	ENSMUST00000103076.2
ENSMUSG00000020941.8	ENSMUST00000021324.3
ENSMUSG00000034255.19	ENSMUST00000107024.9
ENSMUSG00000034255.19	ENSMUST00000041385.14
ENSMUSG00000034255.19	ENSMUST00000092557.6
ENSMUSG00000034247.10	ENSMUST00000041272.10
ENSMUSG00000078632.5	ENSMUST00000153273.3
ENSMUSG00000034239.15	ENSMUST00000167262.2
ENSMUSG00000034239.15	ENSMUST00000059279.13
ENSMUSG00000020945.14	ENSMUST00000107014.8
ENSMUSG00000020945.14	ENSMUST00000021328.8
ENSMUSG00000046215.4	ENSMUST00000057870.4
ENSMUSG00000020946.14	ENSMUST00000021329.14
ENSMUSG00000020946.14	ENSMUST00000107013.3
ENSMUSG00000018486.3	ENSMUST00000018630.3
ENSMUSG00000000125.6	ENSMUST00000000127.6
ENSMUSG00000034187.19	ENSMUST00000103075.11
ENSMUSG00000062421.14	ENSMUST00000057921.10
ENSMUSG00000062421.14	ENSMUST00000063347.12
ENSMUSG00000018634.11	ENSMUST00000093925.5
ENSMUSG00000049506.8	ENSMUST00000107000.2
ENSMUSG00000049506.8	ENSMUST00000059448.8
ENSMUSG00000018411.18	ENSMUST00000106992.10
ENSMUSG00000018411.18	ENSMUST00000100347.11
ENSMUSG00000018411.18	ENSMUST00000106988.8
ENSMUSG00000018411.18	ENSMUST00000106989.3
ENSMUSG00000018412.17	ENSMUST00000106977.8
ENSMUSG00000018412.17	ENSMUST00000106972.8
ENSMUSG00000018412.17	ENSMUST00000018556.11
ENSMUSG00000018412.17	ENSMUST00000106971.2
ENSMUSG00000020687.14	ENSMUST00000093923.9
ENSMUSG00000020687.14	ENSMUST00000106962.9
ENSMUSG00000020687.14	ENSMUST00000106961.2
ENSMUSG00000061086.13	ENSMUST00000018800.9
ENSMUSG00000061086.13	ENSMUST00000106957.8
ENSMUSG00000061086.13	ENSMUST00000106956.10
ENSMUSG00000020689.5	ENSMUST00000021028.5
ENSMUSG00000040838.11	ENSMUST00000148007.3
ENSMUSG00000040838.11	ENSMUST00000212287.2
ENSMUSG00000020690.13	ENSMUST00000021029.6
ENSMUSG00000020691.14	ENSMUST00000021030.8
ENSMUSG00000020694.18	ENSMUST00000106939.9
ENSMUSG00000020694.18	ENSMUST00000106941.9
ENSMUSG00000020694.18	ENSMUST00000092537.10
ENSMUSG00000020694.18	ENSMUST00000015107.13
ENSMUSG00000020694.18	ENSMUST00000145048.8
ENSMUSG00000020695.15	ENSMUST00000100335.10
ENSMUSG00000020695.15	ENSMUST00000021038.5
ENSMUSG00000078627.10	ENSMUST00000138977.8
ENSMUSG00000078627.10	ENSMUST00000049995.10
ENSMUSG00000053580.17	ENSMUST00000100330.10
ENSMUSG00000019590.17	ENSMUST00000019734.11
ENSMUSG00000019590.17	ENSMUST00000184086.8
ENSMUSG00000020681.15	ENSMUST00000001963.14
ENSMUSG00000020681.15	ENSMUST00000001964.8
ENSMUSG00000101605.2	ENSMUST00000190995.2
ENSMUSG00000001901.16	ENSMUST00000106903.8
ENSMUSG00000001901.16	ENSMUST00000001965.14
ENSMUSG00000049354.9	ENSMUST00000058438.9
ENSMUSG00000001983.8	ENSMUST00000002048.8
ENSMUSG00000020700.12	ENSMUST00000002044.10
ENSMUSG00000040699.14	ENSMUST00000045923.10
ENSMUSG00000040699.14	ENSMUST00000064545.11
ENSMUSG00000040699.14	ENSMUST00000106875.2
ENSMUSG00000069631.15	ENSMUST00000007444.14
ENSMUSG00000069631.15	ENSMUST00000103072.10
ENSMUSG00000069631.15	ENSMUST00000106867.2
ENSMUSG00000078622.9	ENSMUST00000002043.10
ENSMUSG00000078622.9	ENSMUST00000106865.8
ENSMUSG00000020705.7	ENSMUST00000021046.6
ENSMUSG00000020706.14	ENSMUST00000021048.7
ENSMUSG00000020708.13	ENSMUST00000021049.9
ENSMUSG00000078619.11	ENSMUST00000106843.8
ENSMUSG00000078619.11	ENSMUST00000021052.16
ENSMUSG00000020712.12	ENSMUST00000044462.4
ENSMUSG00000020713.7	ENSMUST00000103071.4
ENSMUSG00000040592.12	ENSMUST00000044228.11
ENSMUSG00000040592.12	ENSMUST00000167143.2
ENSMUSG00000001027.8	ENSMUST00000021056.8
ENSMUSG00000009210.11	ENSMUST00000009354.10
ENSMUSG00000009210.11	ENSMUST00000106816.8
ENSMUSG00000009210.11	ENSMUST00000188561.7
ENSMUSG00000009210.11	ENSMUST00000190795.7
ENSMUSG00000009210.11	ENSMUST00000185986.7
ENSMUSG00000009210.11	ENSMUST00000190268.2
ENSMUSG00000001029.16	ENSMUST00000001055.15
ENSMUSG00000020715.10	ENSMUST00000001059.9
ENSMUSG00000020715.10	ENSMUST00000106801.8
ENSMUSG00000020715.10	ENSMUST00000106800.2
ENSMUSG00000020715.10	ENSMUST00000106799.2
ENSMUSG00000040548.17	ENSMUST00000042780.14
ENSMUSG00000040548.17	ENSMUST00000103070.3
ENSMUSG00000020717.20	ENSMUST00000103069.10
ENSMUSG00000020717.20	ENSMUST00000080853.11
ENSMUSG00000020717.20	ENSMUST00000183610.8
ENSMUSG00000020717.20	ENSMUST00000106796.9
ENSMUSG00000020717.20	ENSMUST00000068021.9
ENSMUSG00000040528.16	ENSMUST00000147326.9
ENSMUSG00000040528.16	ENSMUST00000182896.8
ENSMUSG00000040528.16	ENSMUST00000182908.8
ENSMUSG00000040528.16	ENSMUST00000086353.11
ENSMUSG00000040528.16	ENSMUST00000183111.8
ENSMUSG00000040528.16	ENSMUST00000106794.9
ENSMUSG00000020718.13	ENSMUST00000021060.6
ENSMUSG00000020719.15	ENSMUST00000021062.12
ENSMUSG00000018372.14	ENSMUST00000103068.10
ENSMUSG00000018372.14	ENSMUST00000018516.11
ENSMUSG00000018363.17	ENSMUST00000103067.10
ENSMUSG00000018363.17	ENSMUST00000092517.9
ENSMUSG00000018363.17	ENSMUST00000167787.2
ENSMUSG00000018362.15	ENSMUST00000018506.13
