"transcript_id","5'SS","3'SS","gene_id","NA","TPE"
"ENST00000655171.1","gt","ag","ENSG00000285569.2",0.454545454545455,"0.454545454545455"
"ENST00000663962.1","gt","ag","ENSG00000285569.2",0.454545454545455,"0.454545454545455"
"ENST00000649977.1","gt","ag","ENSG00000285569.2",0.454545454545455,"0.454545454545455"
"ENST00000649977.1","gt","ag","ENSG00000285569.2",0.454545454545455,"0.454545454545455"
"ENST00000649977.1","gt","ag","ENSG00000285569.2",0.454545454545455,"0.454545454545455"
"ENST00000617634.1","gt","ag","ENSG00000276411.1",0.5,"0.5"
"ENST00000435175.1","gt","ag","ENSG00000228496.1",0.5,"0.5"
"ENST00000430048.1","gt","ag","ENSG00000203643.3",0.5,"0.5"
"ENST00000431500.2","gc","ag","ENSG00000230790.2",0.333333333333333,"0.333333333333333"
"ENST00000431500.2","gt","ag","ENSG00000230790.2",0.333333333333333,"0.333333333333333"
"ENST00000429878.2","gt","ag","ENSG00000224184.6",0.24,"0.24"
"ENST00000429878.2","gt","ag","ENSG00000224184.6",0.24,"0.24"
"ENST00000414086.1","gt","ag","ENSG00000223360.1",0.25,"0.25"
"ENST00000414086.1","gt","ag","ENSG00000223360.1",0.25,"0.25"
"ENST00000414086.1","gt","ag","ENSG00000223360.1",0.25,"0.25"
"ENST00000434509.1","tg","ag","ENSG00000229370.1",0.5,"0.5"
"ENST00000420828.1","gt","ag","ENSG00000227718.1",0.333333333333333,"0.333333333333333"
"ENST00000420828.1","gt","ag","ENSG00000227718.1",0.333333333333333,"0.333333333333333"
"ENST00000450715.5","gt","ag","ENSG00000228505.5",0.333333333333333,"0.333333333333333"
"ENST00000450715.5","gt","ag","ENSG00000228505.5",0.333333333333333,"0.333333333333333"
"ENST00000416173.1","gt","ag","ENSG00000235127.1",0.333333333333333,"0.333333333333333"
"ENST00000416173.1","gt","ag","ENSG00000235127.1",0.333333333333333,"0.333333333333333"
"ENST00000438178.1","gt","ag","ENSG00000234022.1",0.25,"0.25"
"ENST00000438178.1","gt","ag","ENSG00000234022.1",0.25,"0.25"
"ENST00000438178.1","gt","ag","ENSG00000234022.1",0.25,"0.25"
"ENST00000431117.1","gt","ag","ENSG00000224194.1",0.333333333333333,"0.333333333333333"
"ENST00000431117.1","gt","ag","ENSG00000224194.1",0.333333333333333,"0.333333333333333"
"ENST00000492352.5","gt","ag","ENSG00000231031.6",0.166666666666667,"0.166666666666667"
"ENST00000492352.5","gt","ag","ENSG00000231031.6",0.166666666666667,"0.166666666666667"
"ENST00000492352.5","gt","ag","ENSG00000231031.6",0.166666666666667,"0.166666666666667"
"ENST00000492352.5","gt","ag","ENSG00000231031.6",0.166666666666667,"0.166666666666667"
"ENST00000492352.5","gt","ag","ENSG00000231031.6",0.166666666666667,"0.166666666666667"
"ENST00000448379.1","gt","ag","ENSG00000237326.1",0.5,"0.5"
"ENST00000641950.2","gt","ag","ENSG00000233718.8",0.285714285714286,"0.285714285714286"
"ENST00000641950.2","gt","ag","ENSG00000233718.8",0.285714285714286,"0.285714285714286"
"ENST00000433810.1","gt","ag","ENSG00000223850.1",0.333333333333333,"0.333333333333333"
"ENST00000433810.1","gt","ag","ENSG00000223850.1",0.333333333333333,"0.333333333333333"
"ENST00000641263.1","gt","ag","ENSG00000233718.8",0.285714285714286,"0.285714285714286"
"ENST00000641263.1","gt","ag","ENSG00000233718.8",0.285714285714286,"0.285714285714286"
"ENST00000641263.1","gt","ag","ENSG00000233718.8",0.285714285714286,"0.285714285714286"
"ENST00000422415.2","gt","ag","ENSG00000226764.2",0.333333333333333,"0.333333333333333"
"ENST00000422415.2","gt","ag","ENSG00000226764.2",0.333333333333333,"0.333333333333333"
"ENST00000652394.1","gc","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000652394.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000652394.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000652394.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651908.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651908.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651908.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651908.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651705.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651705.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651705.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000651705.1","gt","ag","ENSG00000236289.4",0.230769230769231,"0.230769230769231"
"ENST00000412381.5","gt","ag","ENSG00000236989.5",0.333333333333333,"0.333333333333333"
"ENST00000412381.5","gt","ag","ENSG00000236989.5",0.333333333333333,"0.333333333333333"
"ENST00000412381.5","gt","ag","ENSG00000236989.5",0.333333333333333,"0.333333333333333"
"ENST00000428280.1","gt","ag","ENSG00000236989.5",0.333333333333333,"0.333333333333333"
"ENST00000428280.1","gt","ag","ENSG00000236989.5",0.333333333333333,"0.333333333333333"
"ENST00000444804.1","ga","ag","ENSG00000226041.1",0.333333333333333,"0.333333333333333"
"ENST00000444804.1","gt","ag","ENSG00000226041.1",0.333333333333333,"0.333333333333333"
"ENST00000439745.1","gt","ag","ENSG00000231266.1",0.5,"0.5"
"ENST00000649462.1","gt","ag","ENSG00000228876.4",0.272727272727273,"0.272727272727273"
"ENST00000649462.1","gt","ag","ENSG00000228876.4",0.272727272727273,"0.272727272727273"
"ENST00000649462.1","gt","ag","ENSG00000228876.4",0.272727272727273,"0.272727272727273"
"ENST00000643867.1","gt","ag","ENSG00000285354.1",0.166666666666667,"0.166666666666667"
"ENST00000643867.1","gt","ag","ENSG00000285354.1",0.166666666666667,"0.166666666666667"
"ENST00000643867.1","gt","ag","ENSG00000285354.1",0.166666666666667,"0.166666666666667"
"ENST00000643867.1","gt","ag","ENSG00000285354.1",0.166666666666667,"0.166666666666667"
"ENST00000643867.1","gt","ag","ENSG00000285354.1",0.166666666666667,"0.166666666666667"
"ENST00000420130.1","gt","ag","ENSG00000232444.1",0.5,"0.5"
"ENST00000648675.1","gt","ag","ENSG00000237633.4",0.142857142857143,"0.142857142857143"
"ENST00000648675.1","gt","ag","ENSG00000237633.4",0.142857142857143,"0.142857142857143"
"ENST00000648675.1","gt","ag","ENSG00000237633.4",0.142857142857143,"0.142857142857143"
"ENST00000648675.1","gt","ag","ENSG00000237633.4",0.142857142857143,"0.142857142857143"
"ENST00000648675.1","gt","ag","ENSG00000237633.4",0.142857142857143,"0.142857142857143"
"ENST00000648675.1","gt","ag","ENSG00000237633.4",0.142857142857143,"0.142857142857143"
"ENST00000423925.5","gt","ag","ENSG00000223536.6",0.4,"0.4"
"ENST00000423925.5","gt","ag","ENSG00000223536.6",0.4,"0.4"
"ENST00000669222.1","gt","ag","ENSG00000223536.6",0.4,"0.4"
"ENST00000421181.1","gt","ag","ENSG00000237670.1",0.333333333333333,"0.333333333333333"
"ENST00000421181.1","gt","ag","ENSG00000237670.1",0.333333333333333,"0.333333333333333"
"ENST00000668609.1","gt","ag","ENSG00000287849.1",0.5,"0.5"
"ENST00000431697.1","gt","ag","ENSG00000224626.1",0.5,"0.5"
"ENST00000657170.1","gt","ag","ENSG00000287284.1",0.333333333333333,"0.333333333333333"
"ENST00000657170.1","gt","ag","ENSG00000287284.1",0.333333333333333,"0.333333333333333"
"ENST00000656739.1","gt","ag","ENSG00000234597.2",0.333333333333333,"0.333333333333333"
"ENST00000656739.1","gt","ag","ENSG00000234597.2",0.333333333333333,"0.333333333333333"
"ENST00000641680.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641680.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641680.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641680.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641680.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641932.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641932.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641932.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641932.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641932.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000641932.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000669699.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000669699.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000669699.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000669699.1","gt","ag","ENSG00000237992.3",0.230769230769231,"0.230769230769231"
"ENST00000432822.1","gt","ag","ENSG00000235911.1",0.5,"0.5"
"ENST00000607100.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000607100.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000607100.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000607100.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000433669.2","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000433669.2","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000433669.2","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000433669.2","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000433669.2","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000449086.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000456119.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000456119.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000456119.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000456119.5","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000653306.1","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000655598.1","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000655598.1","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000655598.1","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000655598.1","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000655598.1","gt","ag","ENSG00000228784.9",0.260869565217391,"0.260869565217391"
"ENST00000658200.1","gt","ag","ENSG00000227210.2",0.333333333333333,"0.333333333333333"
"ENST00000658200.1","gt","ag","ENSG00000227210.2",0.333333333333333,"0.333333333333333"
"ENST00000430429.1","gt","ag","ENSG00000234378.1",0.5,"0.5"
"ENST00000448241.1","gt","ag","ENSG00000228950.1",0.5,"0.5"
"ENST00000441870.1","gt","ag","ENSG00000227047.1",0.5,"0.5"
"ENST00000449391.2","gt","ag","ENSG00000231948.2",0.5,"0.5"
"ENST00000447260.1","gt","ag","ENSG00000236436.1",0.5,"0.5"
"ENST00000662206.1","gt","ag","ENSG00000287956.1",0.5,"0.5"
"ENST00000664233.1","gt","ag","ENSG00000231204.7",0.285714285714286,"0.285714285714286"
"ENST00000667904.1","gt","ag","ENSG00000231204.7",0.285714285714286,"0.285714285714286"
"ENST00000667311.1","gt","ag","ENSG00000228538.7",0.333333333333333,"0.333333333333333"
"ENST00000667311.1","gt","ag","ENSG00000228538.7",0.333333333333333,"0.333333333333333"
"ENST00000667311.1","gt","ag","ENSG00000228538.7",0.333333333333333,"0.333333333333333"
"ENST00000671687.1","gt","ag","ENSG00000228538.7",0.333333333333333,"0.333333333333333"
"ENST00000435682.1","gt","ag","ENSG00000229621.2",0.285714285714286,"0.285714285714286"
"ENST00000435682.1","gt","ag","ENSG00000229621.2",0.285714285714286,"0.285714285714286"
"ENST00000663972.1","gt","ag","ENSG00000229621.2",0.285714285714286,"0.285714285714286"
"ENST00000663972.1","gt","ag","ENSG00000229621.2",0.285714285714286,"0.285714285714286"
"ENST00000663972.1","gt","ag","ENSG00000229621.2",0.285714285714286,"0.285714285714286"
"ENST00000663972.1","gt","ag","ENSG00000229621.2",0.285714285714286,"0.285714285714286"
"ENST00000650514.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000650514.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000650514.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000650514.1","gc","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000650514.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000637384.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000637384.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000665651.1","gt","ag","ENSG00000233587.2",0.285714285714286,"0.285714285714286"
"ENST00000665651.1","gt","ag","ENSG00000233587.2",0.285714285714286,"0.285714285714286"
"ENST00000665651.1","gt","ag","ENSG00000233587.2",0.285714285714286,"0.285714285714286"
"ENST00000654338.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000654338.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000654338.1","gt","ag","ENSG00000228999.4",0.25,"0.25"
"ENST00000671077.1","gt","ag","ENSG00000233587.2",0.285714285714286,"0.285714285714286"
"ENST00000415245.1","gt","ag","ENSG00000233714.1",0.5,"0.5"
"ENST00000426527.1","gt","ag","ENSG00000223634.1",0.5,"0.5"
"ENST00000421563.5","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000421563.5","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000421563.5","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000430051.1","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000430051.1","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000430051.1","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000430051.1","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000430051.1","gt","ag","ENSG00000235497.5",0.25,"0.25"
"ENST00000430988.1","gt","ag","ENSG00000224361.1",0.5,"0.5"
"ENST00000634300.1","gt","ag","ENSG00000283031.2",0.142857142857143,"0.142857142857143"
"ENST00000634300.1","gt","ag","ENSG00000283031.2",0.142857142857143,"0.142857142857143"
"ENST00000634300.1","gt","ag","ENSG00000283031.2",0.142857142857143,"0.142857142857143"
"ENST00000634300.1","gt","ag","ENSG00000283031.2",0.142857142857143,"0.142857142857143"
"ENST00000634300.1","gt","ag","ENSG00000283031.2",0.142857142857143,"0.142857142857143"
"ENST00000634300.1","gt","ag","ENSG00000283031.2",0.142857142857143,"0.142857142857143"
"ENST00000428344.2","gt","ag","ENSG00000232642.2",0.333333333333333,"0.333333333333333"
"ENST00000428344.2","gt","ag","ENSG00000232642.2",0.333333333333333,"0.333333333333333"
"ENST00000428344.2","gt","ag","ENSG00000232642.2",0.333333333333333,"0.333333333333333"
"ENST00000438414.1","gt","ag","ENSG00000232642.2",0.333333333333333,"0.333333333333333"
"ENST00000429717.1","gt","ag","ENSG00000223754.1",0.5,"0.5"
"ENST00000662667.1","gt","ag","ENSG00000242628.6",0.4,"0.4"
"ENST00000430105.1","gt","ag","ENSG00000242628.6",0.4,"0.4"
"ENST00000430105.1","gt","ag","ENSG00000242628.6",0.4,"0.4"
"ENST00000666971.1","gt","ag","ENSG00000286829.1",0.25,"0.25"
"ENST00000666971.1","gt","ag","ENSG00000286829.1",0.25,"0.25"
"ENST00000666971.1","gt","ag","ENSG00000286829.1",0.25,"0.25"
"ENST00000671429.1","gt","ag","ENSG00000286645.1",0.5,"0.5"
"ENST00000431650.1","gt","ag","ENSG00000230452.1",0.5,"0.5"
"ENST00000431557.1","gt","ag","ENSG00000235072.2",0.666666666666667,"0.666666666666667"
"ENST00000352271.6","gt","ag","ENSG00000224220.1",0.333333333333333,"0.333333333333333"
"ENST00000352271.6","gt","ag","ENSG00000224220.1",0.333333333333333,"0.333333333333333"
"ENST00000661577.1","gt","ag","ENSG00000286707.1",0.5,"0.5"
"ENST00000420852.1","gt","ag","ENSG00000225378.1",0.333333333333333,"0.333333333333333"
"ENST00000420852.1","gt","ag","ENSG00000225378.1",0.333333333333333,"0.333333333333333"
"ENST00000380387.3","gt","ag","ENSG00000205500.8",0.222222222222222,"0.222222222222222"
"ENST00000380387.3","gt","ag","ENSG00000205500.8",0.222222222222222,"0.222222222222222"
"ENST00000444217.1","gc","ag","ENSG00000231636.1",0.5,"0.5"
"ENST00000411862.1","gt","ag","ENSG00000229122.1",0.5,"0.5"
"ENST00000655380.1","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000655380.1","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000655380.1","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000662609.1","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000662609.1","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000662609.1","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000416453.7","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000416453.7","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000416453.7","gt","ag","ENSG00000234945.8",0.375,"0.375"
"ENST00000447070.1","gt","ag","ENSG00000234072.1",0.4,"0.4"
"ENST00000412749.1","gt","ag","ENSG00000234072.1",0.4,"0.4"
"ENST00000412749.1","gt","ag","ENSG00000234072.1",0.4,"0.4"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000505973.1","gt","ag","ENSG00000259080.1",0.125,"0.125"
"ENST00000379677.2","gt","ag","ENSG00000205334.2",0.5,"0.5"
"ENST00000661521.1","gt","ag","ENSG00000223522.2",0.333333333333333,"0.333333333333333"
"ENST00000661521.1","gt","ag","ENSG00000223522.2",0.333333333333333,"0.333333333333333"
"ENST00000445878.1","gt","ag","ENSG00000229951.5",0.333333333333333,"0.333333333333333"
"ENST00000445878.1","at","ag","ENSG00000229951.5",0.333333333333333,"0.333333333333333"
"ENST00000439700.1","gt","ag","ENSG00000227938.1",0.5,"0.5"
"ENST00000431376.1","gt","ag","ENSG00000230730.1",0.5,"0.5"
"ENST00000663311.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000669783.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000669783.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000669783.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000669783.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000669783.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000665023.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000665023.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000665023.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000653462.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000653462.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000653462.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000662538.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000662538.1","gt","ag","ENSG00000226833.6",0.3125,"0.3125"
"ENST00000662150.1","gt","ag","ENSG00000229224.2",0.25,"0.25"
"ENST00000662150.1","gt","ag","ENSG00000229224.2",0.25,"0.25"
"ENST00000662150.1","gt","ag","ENSG00000229224.2",0.25,"0.25"
"ENST00000655343.1","gt","ag","ENSG00000286963.1",0.2,"0.2"
"ENST00000655343.1","gt","ag","ENSG00000286963.1",0.2,"0.2"
"ENST00000655343.1","gt","ag","ENSG00000286963.1",0.2,"0.2"
"ENST00000655343.1","gt","ag","ENSG00000286963.1",0.2,"0.2"
"ENST00000421411.1","gt","ag","ENSG00000230737.1",0.5,"0.5"
"ENST00000359823.2","gc","ag","ENSG00000197644.2",0.5,"0.5"
"ENST00000455424.1","gt","ag","ENSG00000233862.7",0.333333333333333,"0.333333333333333"
"ENST00000455424.1","gt","ag","ENSG00000233862.7",0.333333333333333,"0.333333333333333"
"ENST00000671342.1","gt","ag","ENSG00000287658.1",0.5,"0.5"
"ENST00000670470.1","gc","ag","ENSG00000235997.3",0.4,"0.4"
"ENST00000670470.1","gt","ag","ENSG00000235997.3",0.4,"0.4"
"ENST00000666899.1","gc","ag","ENSG00000235997.3",0.4,"0.4"
"ENST00000649302.1","gt","ag","ENSG00000285984.1",0.2,"0.2"
"ENST00000649302.1","gt","ag","ENSG00000285984.1",0.2,"0.2"
"ENST00000649302.1","gt","ag","ENSG00000285984.1",0.2,"0.2"
"ENST00000649302.1","gt","ag","ENSG00000285984.1",0.2,"0.2"
"ENST00000449780.1","gt","ag","ENSG00000234579.1",0.5,"0.5"
"ENST00000435713.1","gc","ag","ENSG00000228563.1",0.333333333333333,"0.333333333333333"
"ENST00000435713.1","gt","ag","ENSG00000228563.1",0.333333333333333,"0.333333333333333"
"ENST00000416279.1","gt","ag","ENSG00000223647.1",0.2,"0.2"
"ENST00000416279.1","gt","ag","ENSG00000223647.1",0.2,"0.2"
"ENST00000416279.1","gt","ag","ENSG00000223647.1",0.2,"0.2"
"ENST00000416279.1","gt","ag","ENSG00000223647.1",0.2,"0.2"
"ENST00000455572.1","gt","ag","ENSG00000230046.1",0.5,"0.5"
"ENST00000648808.2","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000648808.2","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000648808.2","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000648808.2","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000648808.2","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000648808.2","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000663772.1","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000663772.1","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000663772.1","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000657199.1","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000657199.1","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000657199.1","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000657199.1","gt","ag","ENSG00000230876.8",0.263157894736842,"0.263157894736842"
"ENST00000663506.1","gt","ag","ENSG00000236854.2",0.285714285714286,"0.285714285714286"
"ENST00000663506.1","gt","ag","ENSG00000236854.2",0.285714285714286,"0.285714285714286"
"ENST00000659655.1","gt","ag","ENSG00000236854.2",0.285714285714286,"0.285714285714286"
"ENST00000659655.1","gt","ag","ENSG00000236854.2",0.285714285714286,"0.285714285714286"
"ENST00000659655.1","gt","ag","ENSG00000236854.2",0.285714285714286,"0.285714285714286"
"ENST00000650179.1","gt","ag","ENSG00000285577.1",0.333333333333333,"0.333333333333333"
"ENST00000650179.1","gt","ag","ENSG00000285577.1",0.333333333333333,"0.333333333333333"
"ENST00000437680.1","gt","ag","ENSG00000237133.1",0.5,"0.5"
"ENST00000658639.1","gt","ag","ENSG00000286415.1",0.5,"0.5"
"ENST00000423593.1","gt","ag","ENSG00000237790.1",0.333333333333333,"0.333333333333333"
"ENST00000423593.1","gt","ag","ENSG00000237790.1",0.333333333333333,"0.333333333333333"
"ENST00000606468.1","gt","ag","ENSG00000272027.2",0.4,"0.4"
"ENST00000605962.2","gt","ag","ENSG00000272027.2",0.4,"0.4"
"ENST00000605962.2","gt","ag","ENSG00000272027.2",0.4,"0.4"
"ENST00000659537.1","gc","ag","ENSG00000228262.10",0.255813953488372,"0.255813953488372"
"ENST00000414796.2","gt","ag","ENSG00000237320.2",0.333333333333333,"0.333333333333333"
"ENST00000414796.2","gt","ag","ENSG00000237320.2",0.333333333333333,"0.333333333333333"
"ENST00000627058.2","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000627058.2","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000627058.2","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000627058.2","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000627058.2","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000587255.5","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000587255.5","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000587255.5","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000587255.5","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000586952.5","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000586952.5","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000586952.5","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
"ENST00000626183.1","gt","ag","ENSG00000226994.9",0.379310344827586,"0.379310344827586"
