ENSG00000186092.7	ENST00000641515.2
ENSG00000122566.22	ENST00000356674.8
ENSG00000122565.19	ENST00000337620.8
ENSG00000122565.19	ENST00000396386.7
ENSG00000122565.19	ENST00000409747.5
ENSG00000086300.16	ENST00000338523.9
ENSG00000086300.16	ENST00000446848.6
ENSG00000086300.16	ENST00000396376.5
ENSG00000086300.16	ENST00000409367.5
ENSG00000086300.16	ENST00000619420.4
ENSG00000086300.16	ENST00000409838.1
ENSG00000005020.13	ENST00000345317.7
ENSG00000105991.10	ENST00000643460.2
ENSG00000105991.10	ENST00000355633.5
ENSG00000105996.7	ENST00000222718.7
ENSG00000105997.23	ENST00000396352.8
ENSG00000105997.23	ENST00000612286.5
ENSG00000105997.23	ENST00000317201.7
ENSG00000197576.14	ENST00000610970.1
ENSG00000197576.14	ENST00000360046.10
ENSG00000197576.14	ENST00000428284.2
ENSG00000106004.5	ENST00000222726.4
ENSG00000106006.6	ENST00000222728.3
ENSG00000122592.8	ENST00000242159.5
ENSG00000078399.19	ENST00000343483.7
ENSG00000078399.19	ENST00000396345.1
ENSG00000078399.19	ENST00000673744.1
ENSG00000078399.19	ENST00000673917.1
ENSG00000257184.3	ENST00000470747.4
ENSG00000253293.5	ENST00000613671.1
ENSG00000253293.5	ENST00000283921.5
ENSG00000253293.5	ENST00000396344.4
ENSG00000005073.6	ENST00000006015.4
ENSG00000106031.9	ENST00000649031.1
ENSG00000106038.13	ENST00000222761.7
ENSG00000106038.13	ENST00000496902.7
ENSG00000106049.9	ENST00000265395.7
ENSG00000106052.14	ENST00000543117.5
ENSG00000106052.14	ENST00000265393.10
ENSG00000106052.14	ENST00000433216.6
ENSG00000106052.14	ENST00000409980.5
ENSG00000106052.14	ENST00000396319.7
ENSG00000153814.13	ENST00000283928.10
ENSG00000146592.17	ENST00000396299.6
ENSG00000146592.17	ENST00000357727.7
ENSG00000146592.17	ENST00000396300.6
ENSG00000146592.17	ENST00000409603.5
ENSG00000146592.17	ENST00000396298.6
ENSG00000255690.3	ENST00000539664.3
ENSG00000106066.15	ENST00000265394.10
ENSG00000106066.15	ENST00000396276.7
ENSG00000106066.15	ENST00000409850.5
ENSG00000285162.1	ENST00000644824.1
ENSG00000106069.23	ENST00000222792.11
ENSG00000106069.23	ENST00000495789.6
ENSG00000106069.23	ENST00000412711.6
ENSG00000106069.23	ENST00000439711.6
ENSG00000106069.23	ENST00000421775.6
ENSG00000106069.23	ENST00000424025.4
ENSG00000106069.23	ENST00000409041.7
ENSG00000176532.4	ENST00000319694.3
ENSG00000122574.11	ENST00000409123.5
ENSG00000122574.11	ENST00000242140.9
ENSG00000136193.17	ENST00000426154.5
ENSG00000136193.17	ENST00000242059.10
ENSG00000136193.17	ENST00000425819.6
ENSG00000136193.17	ENST00000409497.5
ENSG00000136193.17	ENST00000434476.6
ENSG00000136193.17	ENST00000409570.3
ENSG00000136193.17	ENST00000631335.1
ENSG00000106080.11	ENST00000222803.10
ENSG00000106086.20	ENST00000622102.4
ENSG00000106086.20	ENST00000258679.11
ENSG00000106086.20	ENST00000449726.6
ENSG00000106086.20	ENST00000396257.6
ENSG00000106086.20	ENST00000396259.5
ENSG00000106086.20	ENST00000440706.3
ENSG00000180354.16	ENST00000324453.13
ENSG00000180354.16	ENST00000409688.1
ENSG00000180354.16	ENST00000324489.5
ENSG00000180233.11	ENST00000323037.5
ENSG00000281593.1	ENST00000442800.1
ENSG00000106100.11	ENST00000222823.9
ENSG00000006625.18	ENST00000275428.9
ENSG00000006625.18	ENST00000005374.10
ENSG00000006625.18	ENST00000409144.5
ENSG00000006625.18	ENST00000409390.5
ENSG00000006625.18	ENST00000409436.2
ENSG00000281039.1	ENST00000598361.4
ENSG00000106105.15	ENST00000675051.1
ENSG00000106105.15	ENST00000675810.1
ENSG00000106105.15	ENST00000674815.1
ENSG00000106105.15	ENST00000454308.6
ENSG00000106105.15	ENST00000389266.8
ENSG00000106105.15	ENST00000675693.1
ENSG00000106105.15	ENST00000675651.1
ENSG00000106105.15	ENST00000674851.1
ENSG00000106113.19	ENST00000471646.6
ENSG00000106113.19	ENST00000506074.6
ENSG00000106113.19	ENST00000341843.8
ENSG00000106113.19	ENST00000348438.8
ENSG00000241644.2	ENST00000013222.5
ENSG00000241644.2	ENST00000409539.1
ENSG00000254959.6	ENST00000458257.5
ENSG00000106125.14	ENST00000265299.6
ENSG00000250424.4	ENST00000509504.2
ENSG00000240583.14	ENST00000652696.1
ENSG00000240583.14	ENST00000311813.11
ENSG00000240583.14	ENST00000409899.5
ENSG00000240583.14	ENST00000409611.1
ENSG00000106128.19	ENST00000326139.7
ENSG00000106128.19	ENST00000409904.7
ENSG00000106128.19	ENST00000409316.5
ENSG00000106128.19	ENST00000611037.1
ENSG00000078549.15	ENST00000304166.9
ENSG00000078549.15	ENST00000614107.4
ENSG00000078549.15	ENST00000409363.5
ENSG00000078549.15	ENST00000396211.6
ENSG00000078549.15	ENST00000409489.5
ENSG00000164600.7	ENST00000297142.4
ENSG00000180347.14	ENST00000615280.5
ENSG00000180347.14	ENST00000319386.7
ENSG00000180347.14	ENST00000407970.7
ENSG00000180347.14	ENST00000451887.6
ENSG00000180347.14	ENST00000409210.1
ENSG00000106341.11	ENST00000409146.3
ENSG00000106341.11	ENST00000342032.8
ENSG00000154678.18	ENST00000396191.6
ENSG00000154678.18	ENST00000321453.12
ENSG00000154678.18	ENST00000396193.5
ENSG00000154678.18	ENST00000396184.7
ENSG00000154678.18	ENST00000396182.6
ENSG00000106355.10	ENST00000450169.7
ENSG00000106355.10	ENST00000409909.7
ENSG00000106355.10	ENST00000409292.5
ENSG00000106355.10	ENST00000410044.5
ENSG00000106355.10	ENST00000409987.5
ENSG00000106355.10	ENST00000409782.5
ENSG00000106355.10	ENST00000409952.3
ENSG00000105778.19	ENST00000318709.9
ENSG00000105778.19	ENST00000409301.5
ENSG00000105778.19	ENST00000640103.1
ENSG00000170852.11	ENST00000304056.9
ENSG00000170852.11	ENST00000621876.1
ENSG00000122642.11	ENST00000538336.5
ENSG00000122642.11	ENST00000242209.9
ENSG00000122642.11	ENST00000490776.3
ENSG00000122643.23	ENST00000643244.1
ENSG00000122643.23	ENST00000610140.7
ENSG00000122643.23	ENST00000409467.6
ENSG00000122643.23	ENST00000409787.4
ENSG00000164610.10	ENST00000297157.8
ENSG00000164610.10	ENST00000684207.1
ENSG00000122507.21	ENST00000672717.1
ENSG00000122507.21	ENST00000671890.1
ENSG00000122507.21	ENST00000350941.7
ENSG00000122507.21	ENST00000396127.6
ENSG00000122507.21	ENST00000355070.6
ENSG00000122507.21	ENST00000671871.1
ENSG00000122507.21	ENST00000671963.1
ENSG00000122507.21	ENST00000242067.11
ENSG00000122507.21	ENST00000673056.1
ENSG00000122507.21	ENST00000671952.1
ENSG00000122507.21	ENST00000425508.6
ENSG00000164619.10	ENST00000297161.6
ENSG00000164619.10	ENST00000650544.1
ENSG00000164619.10	ENST00000648392.1
ENSG00000164619.10	ENST00000649409.2
ENSG00000164619.10	ENST00000648848.1
ENSG00000164619.10	ENST00000648445.1
ENSG00000164619.10	ENST00000648856.1
ENSG00000187258.14	ENST00000360581.6
ENSG00000187258.14	ENST00000381553.7
ENSG00000187258.14	ENST00000465305.5
ENSG00000187258.14	ENST00000381542.5
ENSG00000187258.14	ENST00000359791.5
ENSG00000187258.14	ENST00000531252.5
ENSG00000187258.14	ENST00000381539.3
ENSG00000173852.15	ENST00000310974.8
ENSG00000173852.15	ENST00000638088.2
ENSG00000173852.15	ENST00000612226.1
ENSG00000164532.11	ENST00000408931.4
ENSG00000122557.11	ENST00000311350.8
ENSG00000122557.11	ENST00000396081.5
ENSG00000122545.20	ENST00000399034.7
ENSG00000122545.20	ENST00000350320.10
ENSG00000122545.20	ENST00000435235.6
ENSG00000122545.20	ENST00000672279.1
ENSG00000122545.20	ENST00000399035.7
ENSG00000122545.20	ENST00000432293.2
ENSG00000122547.11	ENST00000242108.9
ENSG00000122547.11	ENST00000534978.1
ENSG00000164542.13	ENST00000440378.6
ENSG00000164542.13	ENST00000297063.10
ENSG00000164542.13	ENST00000338533.9
ENSG00000164542.13	ENST00000317020.10
ENSG00000164542.13	ENST00000436884.5
ENSG00000164542.13	ENST00000453212.5
ENSG00000164542.13	ENST00000415803.2
ENSG00000011426.11	ENST00000396068.6
ENSG00000011426.11	ENST00000265748.7
ENSG00000136250.12	ENST00000617537.5
ENSG00000136250.12	ENST00000612871.4
ENSG00000136250.12	ENST00000617267.4
ENSG00000155849.16	ENST00000310758.9
ENSG00000155849.16	ENST00000396045.7
ENSG00000155849.16	ENST00000396040.6
ENSG00000155849.16	ENST00000442504.5
ENSG00000155849.16	ENST00000448602.5
ENSG00000187037.9	ENST00000334425.2
ENSG00000187037.9	ENST00000447769.1
ENSG00000086289.12	ENST00000476620.1
ENSG00000086289.12	ENST00000199448.9
ENSG00000086289.12	ENST00000423717.1
ENSG00000086289.12	ENST00000425345.1
ENSG00000086288.12	ENST00000199447.9
ENSG00000086288.12	ENST00000440017.5
ENSG00000106483.12	ENST00000436072.7
ENSG00000010270.14	ENST00000009041.12
ENSG00000010270.14	ENST00000434197.5
ENSG00000010270.14	ENST00000396013.5
ENSG00000078053.17	ENST00000356264.7
ENSG00000078053.17	ENST00000325590.9
ENSG00000006715.16	ENST00000310301.9
ENSG00000006715.16	ENST00000395969.6
ENSG00000106536.21	ENST00000518318.7
ENSG00000106536.21	ENST00000403058.6
ENSG00000241127.8	ENST00000448268.5
ENSG00000241127.8	ENST00000223273.7
ENSG00000241127.8	ENST00000432096.2
ENSG00000006451.8	ENST00000005257.7
ENSG00000065883.16	ENST00000340829.10
ENSG00000065883.16	ENST00000181839.10
ENSG00000065883.16	ENST00000613626.4
ENSG00000065883.16	ENST00000611390.1
ENSG00000168303.9	ENST00000306984.8
ENSG00000175600.16	ENST00000401647.7
ENSG00000175600.16	ENST00000628514.3
ENSG00000175600.16	ENST00000335693.9
ENSG00000175600.16	ENST00000416370.2
ENSG00000122641.11	ENST00000242208.5
ENSG00000122641.11	ENST00000442711.1
ENSG00000122641.11	ENST00000638023.1
ENSG00000106571.15	ENST00000677288.1
ENSG00000106571.15	ENST00000395925.8
ENSG00000106571.15	ENST00000677605.1
ENSG00000106571.15	ENST00000479210.1
ENSG00000106571.15	ENST00000642432.1
ENSG00000106571.15	ENST00000647255.1
ENSG00000106571.15	ENST00000437480.1
ENSG00000106571.15	ENST00000678978.1
ENSG00000106571.15	ENST00000428534.2
ENSG00000136197.13	ENST00000350427.4
ENSG00000136197.13	ENST00000447342.5
ENSG00000136197.13	ENST00000438029.1
ENSG00000256646.8	ENST00000677581.1
ENSG00000106588.12	ENST00000223321.9
ENSG00000106588.12	ENST00000445517.1
ENSG00000106591.4	ENST00000223324.3
ENSG00000002746.15	ENST00000453890.5
ENSG00000002746.15	ENST00000395891.7
ENSG00000164543.7	ENST00000319357.6
ENSG00000106603.20	ENST00000395879.5
ENSG00000106603.20	ENST00000310564.10
ENSG00000106603.20	ENST00000223336.11
ENSG00000106605.11	ENST00000265523.9
ENSG00000106605.11	ENST00000402924.5
ENSG00000062582.14	ENST00000317534.6
ENSG00000062582.14	ENST00000418740.5
ENSG00000270617.1	ENST00000603700.1
ENSG00000106608.17	ENST00000336086.10
ENSG00000106608.17	ENST00000453200.6
ENSG00000106608.17	ENST00000402306.7
ENSG00000106608.17	ENST00000443736.5
ENSG00000106608.17	ENST00000446958.1
ENSG00000078967.13	ENST00000222402.8
ENSG00000078967.13	ENST00000446008.5
ENSG00000136206.4	ENST00000652520.1
ENSG00000136206.4	ENST00000258704.3
ENSG00000136279.21	ENST00000490734.6
ENSG00000136279.21	ENST00000456905.5
ENSG00000136279.21	ENST00000440166.5
ENSG00000136279.21	ENST00000452943.5
ENSG00000136279.21	ENST00000448521.6
ENSG00000136279.21	ENST00000468694.5
ENSG00000136279.21	ENST00000494774.5
ENSG00000164708.6	ENST00000297283.4
ENSG00000122678.17	ENST00000242248.10
ENSG00000122678.17	ENST00000335195.10
ENSG00000122678.17	ENST00000395831.7
ENSG00000106624.11	ENST00000223357.8
ENSG00000106624.11	ENST00000450684.2
ENSG00000106628.12	ENST00000610533.6
ENSG00000106628.12	ENST00000406581.6
ENSG00000106628.12	ENST00000223361.7
ENSG00000106628.12	ENST00000452185.5
ENSG00000106631.8	ENST00000223364.7
ENSG00000106631.8	ENST00000458240.5
ENSG00000106633.18	ENST00000673284.1
ENSG00000106633.18	ENST00000336642.9
ENSG00000106633.18	ENST00000345378.7
ENSG00000106633.18	ENST00000403799.8
ENSG00000106633.18	ENST00000671824.1
ENSG00000106633.18	ENST00000437084.1
ENSG00000106636.9	ENST00000496112.5
ENSG00000106636.9	ENST00000678359.1
ENSG00000106636.9	ENST00000223369.3
ENSG00000106636.9	ENST00000677090.1
ENSG00000058404.20	ENST00000350811.7
ENSG00000058404.20	ENST00000457475.5
ENSG00000058404.20	ENST00000395749.7
ENSG00000058404.20	ENST00000440254.6
ENSG00000058404.20	ENST00000358707.7
ENSG00000058404.20	ENST00000353625.8
ENSG00000058404.20	ENST00000347193.8
ENSG00000058404.20	ENST00000346990.8
ENSG00000058404.20	ENST00000258682.10
ENSG00000058404.20	ENST00000395747.6
ENSG00000015676.18	ENST00000355451.8
ENSG00000015520.15	ENST00000289547.8
ENSG00000015520.15	ENST00000381160.8
ENSG00000015520.15	ENST00000546276.5
ENSG00000015520.15	ENST00000423141.1
ENSG00000136271.11	ENST00000258772.10
ENSG00000136271.11	ENST00000431640.5
ENSG00000158604.15	ENST00000457408.7
ENSG00000158604.15	ENST00000289577.9
ENSG00000158604.15	ENST00000481238.1
ENSG00000105953.15	ENST00000439616.6
ENSG00000105953.15	ENST00000443864.6
ENSG00000105953.15	ENST00000447398.5
ENSG00000105953.15	ENST00000449767.5
ENSG00000105953.15	ENST00000222673.6
ENSG00000105953.15	ENST00000444676.5
ENSG00000105953.15	ENST00000631326.2
ENSG00000122515.15	ENST00000413916.5
ENSG00000122515.15	ENST00000309315.9
ENSG00000122515.15	ENST00000441627.5
ENSG00000122515.15	ENST00000433667.5
ENSG00000122515.15	ENST00000265346.11
ENSG00000122515.15	ENST00000615423.1
ENSG00000196262.15	ENST00000451562.5
ENSG00000196262.15	ENST00000489459.5
ENSG00000196262.15	ENST00000355968.10
ENSG00000196262.15	ENST00000677107.1
ENSG00000196262.15	ENST00000468812.6
ENSG00000196262.15	ENST00000620047.5
ENSG00000196262.15	ENST00000678789.1
ENSG00000196262.15	ENST00000677022.1
ENSG00000196262.15	ENST00000678805.1
ENSG00000105968.19	ENST00000222690.10
ENSG00000105968.19	ENST00000437072.5
ENSG00000105968.19	ENST00000308153.9
ENSG00000105968.19	ENST00000349299.7
ENSG00000105968.19	ENST00000350771.7
ENSG00000105968.19	ENST00000381124.9
ENSG00000105968.19	ENST00000521529.5
ENSG00000105968.19	ENST00000446531.1
ENSG00000146676.10	ENST00000395699.5
ENSG00000136286.16	ENST00000258787.12
ENSG00000136286.16	ENST00000648014.1
ENSG00000136280.17	ENST00000544363.5
ENSG00000136280.17	ENST00000541586.5
ENSG00000136280.17	ENST00000258781.11
ENSG00000136280.17	ENST00000475551.5
ENSG00000136280.17	ENST00000381112.7
ENSG00000136280.17	ENST00000474617.1
ENSG00000136274.9	ENST00000490531.3
ENSG00000136270.14	ENST00000258770.8
ENSG00000136270.14	ENST00000361278.7
ENSG00000136270.14	ENST00000395655.8
ENSG00000136270.14	ENST00000494076.5
ENSG00000122679.8	ENST00000242249.8
ENSG00000122679.8	ENST00000496212.5
ENSG00000122679.8	ENST00000481345.1
ENSG00000164742.16	ENST00000432715.5
ENSG00000164742.16	ENST00000297323.12
ENSG00000164742.16	ENST00000621543.1
ENSG00000283247.2	ENST00000636578.2
ENSG00000146678.10	ENST00000457280.5
ENSG00000146678.10	ENST00000275525.8
ENSG00000146678.10	ENST00000468955.1
ENSG00000146674.16	ENST00000613132.5
ENSG00000146674.16	ENST00000381083.9
ENSG00000146674.16	ENST00000381086.9
ENSG00000136205.17	ENST00000311160.14
ENSG00000136205.17	ENST00000442536.6
ENSG00000136205.17	ENST00000458317.6
ENSG00000158683.9	ENST00000289672.7
ENSG00000136273.13	ENST00000258774.10
ENSG00000136273.13	ENST00000432325.5
ENSG00000164744.13	ENST00000297325.9
ENSG00000164744.13	ENST00000412142.5
ENSG00000164744.13	ENST00000395572.6
ENSG00000164744.13	ENST00000453192.3
ENSG00000164746.14	ENST00000420324.5
ENSG00000164746.14	ENST00000539619.5
ENSG00000164746.14	ENST00000435376.5
ENSG00000164746.14	ENST00000430738.5
ENSG00000164746.14	ENST00000348904.4
ENSG00000183696.14	ENST00000331803.8
ENSG00000183696.14	ENST00000395564.9
ENSG00000179869.15	ENST00000435803.6
ENSG00000218305.4	ENST00000428251.2
ENSG00000218305.4	ENST00000650262.1
ENSG00000188730.5	ENST00000340652.5
ENSG00000042813.8	ENST00000046087.7
ENSG00000042813.8	ENST00000419417.5
ENSG00000164500.7	ENST00000297001.7
ENSG00000185811.19	ENST00000646110.1
ENSG00000185811.19	ENST00000331340.8
ENSG00000185811.19	ENST00000413698.5
ENSG00000185811.19	ENST00000612658.4
ENSG00000185811.19	ENST00000359197.9
ENSG00000185811.19	ENST00000349824.8
ENSG00000185811.19	ENST00000343574.9
ENSG00000185811.19	ENST00000357364.8
ENSG00000185811.19	ENST00000440768.6
ENSG00000185811.19	ENST00000346667.8
ENSG00000185811.19	ENST00000615491.4
ENSG00000185811.19	ENST00000439701.2
ENSG00000185811.19	ENST00000438033.5
ENSG00000185811.19	ENST00000492782.6
ENSG00000132436.12	ENST00000356889.8
ENSG00000132436.12	ENST00000617389.4
ENSG00000132436.12	ENST00000611938.4
ENSG00000132436.12	ENST00000615084.4
ENSG00000132436.12	ENST00000613602.3
ENSG00000132436.12	ENST00000395556.6
ENSG00000132436.12	ENST00000433017.6
ENSG00000132436.12	ENST00000419119.1
ENSG00000132436.12	ENST00000435566.5
ENSG00000132437.18	ENST00000357936.9
ENSG00000132437.18	ENST00000615193.4
ENSG00000132437.18	ENST00000617822.4
ENSG00000132437.18	ENST00000622873.4
ENSG00000132437.18	ENST00000431062.5
ENSG00000132437.18	ENST00000426377.5
ENSG00000132437.18	ENST00000444124.7
ENSG00000132437.18	ENST00000380984.4
ENSG00000106070.20	ENST00000398810.6
ENSG00000106070.20	ENST00000398812.6
ENSG00000106070.20	ENST00000335866.7
ENSG00000106070.20	ENST00000402578.5
ENSG00000106070.20	ENST00000401949.6
ENSG00000106070.20	ENST00000403097.6
ENSG00000106070.20	ENST00000644879.1
ENSG00000106070.20	ENST00000406641.5
ENSG00000106070.20	ENST00000357271.9
ENSG00000106070.20	ENST00000402497.6
ENSG00000106070.20	ENST00000643299.1
ENSG00000106070.20	ENST00000407526.6
ENSG00000106070.20	ENST00000645075.2
ENSG00000106078.19	ENST00000265136.12
ENSG00000106078.19	ENST00000395542.6
ENSG00000106078.19	ENST00000395540.6
ENSG00000106078.19	ENST00000441453.5
ENSG00000106078.19	ENST00000632460.1
ENSG00000221900.6	ENST00000408890.6
ENSG00000170419.11	ENST00000302287.7
ENSG00000170419.11	ENST00000407838.7
ENSG00000170419.11	ENST00000402613.4
ENSG00000170419.11	ENST00000404951.5
ENSG00000132432.14	ENST00000395535.7
ENSG00000132432.14	ENST00000352861.9
ENSG00000132432.14	ENST00000415949.5
ENSG00000132432.14	ENST00000450622.1
ENSG00000146648.20	ENST00000344576.7
ENSG00000146648.20	ENST00000275493.7
ENSG00000146648.20	ENST00000455089.5
ENSG00000146648.20	ENST00000342916.7
ENSG00000146648.20	ENST00000454757.6
ENSG00000146648.20	ENST00000420316.6
ENSG00000132434.10	ENST00000254770.3
ENSG00000154978.13	ENST00000285279.10
ENSG00000154978.13	ENST00000433959.5
ENSG00000154978.13	ENST00000428648.5
ENSG00000154978.13	ENST00000428097.5
ENSG00000154978.13	ENST00000625836.2
ENSG00000154978.13	ENST00000418904.5
ENSG00000154978.13	ENST00000454227.5
ENSG00000154978.13	ENST00000453256.5
ENSG00000154978.13	ENST00000427700.1
ENSG00000154997.9	ENST00000388975.4
ENSG00000249773.3	ENST00000426595.1
ENSG00000178665.16	ENST00000429591.4
ENSG00000178665.16	ENST00000633730.1
ENSG00000146729.10	ENST00000446778.5
ENSG00000146729.10	ENST00000322090.8
ENSG00000239789.6	ENST00000285298.9
ENSG00000146733.14	ENST00000275605.8
ENSG00000146733.14	ENST00000395471.7
ENSG00000146731.11	ENST00000335503.3
ENSG00000146731.11	ENST00000275603.9
ENSG00000129103.19	ENST00000395436.7
ENSG00000129103.19	ENST00000651354.1
ENSG00000129103.19	ENST00000651586.1
ENSG00000129103.19	ENST00000652303.1
ENSG00000129103.19	ENST00000275607.13
ENSG00000129103.19	ENST00000650735.1
ENSG00000129103.19	ENST00000395435.7
ENSG00000129103.19	ENST00000342190.11
ENSG00000129103.19	ENST00000437307.6
ENSG00000129103.19	ENST00000434526.8
ENSG00000129103.19	ENST00000413756.5
ENSG00000164776.10	ENST00000452681.6
ENSG00000164776.10	ENST00000537360.5
ENSG00000164776.10	ENST00000297373.7
ENSG00000106153.13	ENST00000395422.4
ENSG00000185290.4	ENST00000329309.4
ENSG00000185177.14	ENST00000319636.10
ENSG00000185177.14	ENST00000331162.8
ENSG00000182111.9	ENST00000420713.2
ENSG00000241149.3	ENST00000330020.4
ENSG00000214652.6	ENST00000456806.3
ENSG00000223614.5	ENST00000429565.4
ENSG00000197123.9	ENST00000421025.3
ENSG00000197123.9	ENST00000255746.7
ENSG00000234444.10	ENST00000355095.8
ENSG00000234444.10	ENST00000423484.3
ENSG00000173041.12	ENST00000309683.11
ENSG00000173041.12	ENST00000447137.2
ENSG00000196247.12	ENST00000620827.5
ENSG00000196247.12	ENST00000423627.6
ENSG00000196247.12	ENST00000613690.5
ENSG00000196247.12	ENST00000344930.7
ENSG00000197008.10	ENST00000359735.7
ENSG00000197008.10	ENST00000494380.5
ENSG00000197008.10	ENST00000440155.6
ENSG00000197008.10	ENST00000440598.2
ENSG00000197008.10	ENST00000437743.1
ENSG00000197008.10	ENST00000307355.12
ENSG00000198039.11	ENST00000476120.1
ENSG00000152926.15	ENST00000282869.11
ENSG00000152926.15	ENST00000620222.4
ENSG00000152926.15	ENST00000610793.1
ENSG00000213462.5	ENST00000394323.3
ENSG00000146757.14	ENST00000357512.3
ENSG00000146757.14	ENST00000431504.1
ENSG00000146757.14	ENST00000328747.12
ENSG00000146757.14	ENST00000450302.2
ENSG00000196715.7	ENST00000360768.5
ENSG00000196715.7	ENST00000648187.1
ENSG00000196715.7	ENST00000648179.1
ENSG00000196715.7	ENST00000434382.2
ENSG00000169919.17	ENST00000304895.9
ENSG00000169919.17	ENST00000421103.5
ENSG00000126522.17	ENST00000304874.14
ENSG00000126522.17	ENST00000673518.1
ENSG00000126522.17	ENST00000380839.9
ENSG00000126522.17	ENST00000395332.8
ENSG00000126522.17	ENST00000395331.4
ENSG00000249319.2	ENST00000450043.2
ENSG00000241258.7	ENST00000431089.6
ENSG00000241258.7	ENST00000398684.6
ENSG00000241258.7	ENST00000395326.8
ENSG00000241258.7	ENST00000338592.5
ENSG00000169902.15	ENST00000304842.6
ENSG00000169902.15	ENST00000649664.1
ENSG00000243335.10	ENST00000639828.2
ENSG00000243335.10	ENST00000275532.8
ENSG00000243335.10	ENST00000640385.1
ENSG00000243335.10	ENST00000443322.1
ENSG00000243335.10	ENST00000639879.1
ENSG00000243335.10	ENST00000640851.1
ENSG00000284461.2	ENST00000503687.2
ENSG00000154710.18	ENST00000450873.6
ENSG00000154710.18	ENST00000284957.9
ENSG00000154710.18	ENST00000439720.3
ENSG00000106609.16	ENST00000341567.8
ENSG00000126524.10	ENST00000246868.7
ENSG00000126524.10	ENST00000617799.1
ENSG00000198874.13	ENST00000615572.4
ENSG00000198874.13	ENST00000359626.10
ENSG00000230358.5	ENST00000424157.3
ENSG00000158321.18	ENST00000644939.1
ENSG00000158321.18	ENST00000342771.10
ENSG00000158321.18	ENST00000406775.6
ENSG00000158321.18	ENST00000403018.3
ENSG00000158321.18	ENST00000643587.1
ENSG00000158321.18	ENST00000644506.1
ENSG00000158321.18	ENST00000644359.1
ENSG00000158321.18	ENST00000615871.4
ENSG00000158321.18	ENST00000611706.4
ENSG00000185274.12	ENST00000333538.10
ENSG00000185274.12	ENST00000618959.1
ENSG00000183166.11	ENST00000329008.9
ENSG00000183166.11	ENST00000395275.7
ENSG00000183166.11	ENST00000395276.6
ENSG00000183166.11	ENST00000405452.3
ENSG00000183166.11	ENST00000431984.5
ENSG00000277149.5	ENST00000612372.4
ENSG00000277149.5	ENST00000620995.5
ENSG00000196313.12	ENST00000395270.5
ENSG00000196313.12	ENST00000627934.2
ENSG00000196313.12	ENST00000446813.4
ENSG00000196313.12	ENST00000358357.7
ENSG00000196313.12	ENST00000434423.5
ENSG00000155428.12	ENST00000395244.5
ENSG00000155428.12	ENST00000285805.3
ENSG00000273520.5	ENST00000333385.10
ENSG00000286228.1	ENST00000340073.8
ENSG00000262461.6	ENST00000575125.5
ENSG00000130305.17	ENST00000438747.7
ENSG00000130305.17	ENST00000428206.5
ENSG00000130305.17	ENST00000252594.10
ENSG00000130305.17	ENST00000310326.8
ENSG00000146755.11	ENST00000333149.7
ENSG00000146755.11	ENST00000453152.1
ENSG00000077800.13	ENST00000252037.5
ENSG00000077800.13	ENST00000431982.6
ENSG00000077800.13	ENST00000413573.6
ENSG00000188763.5	ENST00000344575.5
ENSG00000009954.11	ENST00000339594.9
ENSG00000009954.11	ENST00000404251.1
ENSG00000106635.8	ENST00000223368.7
ENSG00000106635.8	ENST00000411832.5
ENSG00000106635.8	ENST00000455335.2
ENSG00000106638.17	ENST00000305632.11
ENSG00000106638.17	ENST00000610724.4
ENSG00000106638.17	ENST00000432538.5
ENSG00000009950.16	ENST00000414749.6
ENSG00000009950.16	ENST00000429400.6
ENSG00000009950.16	ENST00000354613.5
ENSG00000009950.16	ENST00000434326.5
ENSG00000009950.16	ENST00000313375.8
ENSG00000176428.6	ENST00000324941.5
ENSG00000176428.6	ENST00000451519.1
ENSG00000176410.8	ENST00000395176.3
ENSG00000071462.12	ENST00000265758.7
ENSG00000071462.12	ENST00000423497.5
ENSG00000106089.12	ENST00000395156.7
ENSG00000106089.12	ENST00000222812.8
ENSG00000106089.12	ENST00000395154.7
ENSG00000106089.12	ENST00000395155.3
ENSG00000106077.19	ENST00000222800.8
ENSG00000106077.19	ENST00000395147.9
ENSG00000106077.19	ENST00000437775.7
ENSG00000106077.19	ENST00000458339.6
ENSG00000165215.6	ENST00000395145.3
ENSG00000189143.10	ENST00000435050.1
ENSG00000189143.10	ENST00000431918.1
ENSG00000189143.10	ENST00000340958.4
ENSG00000165171.11	ENST00000297873.9
ENSG00000175877.4	ENST00000320531.3
ENSG00000049540.18	ENST00000445912.5
ENSG00000049540.18	ENST00000621115.4
ENSG00000049540.18	ENST00000320492.11
ENSG00000049540.18	ENST00000414324.5
ENSG00000049540.18	ENST00000380562.8
ENSG00000049540.18	ENST00000380575.8
ENSG00000049540.18	ENST00000380584.8
ENSG00000049540.18	ENST00000458204.5
ENSG00000049540.18	ENST00000357036.9
ENSG00000049540.18	ENST00000429192.5
ENSG00000049540.18	ENST00000252034.12
ENSG00000049540.18	ENST00000380553.8
ENSG00000049540.18	ENST00000380576.9
ENSG00000049540.18	ENST00000320399.10
ENSG00000106683.15	ENST00000418310.5
ENSG00000106683.15	ENST00000336180.7
ENSG00000106683.15	ENST00000538333.3
ENSG00000106682.16	ENST00000677570.1
ENSG00000106682.16	ENST00000265753.13
ENSG00000106682.16	ENST00000353999.6
ENSG00000106682.16	ENST00000679266.1
